Method,Scenario,Analyte,Treatment,mean,median,lower_95,upper_95,n_draws,n_annual_draws,n_negative_annual_draws,percent_negative_annual_draws,lower_95_display
BayesSensitivity,raw_annual_draws_display_floor_only,OP,CT,0.39328491739849103,0.3881237510633333,0.2532829474104595,0.5488486127284384,1500,22500,0,0.0,0.2532829474104595
BayesSensitivity,raw_annual_draws_display_floor_only,OP,MT,0.4383878253472869,0.43416338962726186,0.30121238083786284,0.5926896190211322,1500,22500,0,0.0,0.30121238083786284
BayesSensitivity,raw_annual_draws_display_floor_only,OP,ST,0.44894596097678746,0.4450704153909891,0.2993840003117928,0.6110582830142575,1500,22500,0,0.0,0.2993840003117928
BayesSensitivity,raw_annual_draws_display_floor_only,Se,CT,0.016420613207900944,0.01638000887066688,0.013177786729100452,0.020228203604880264,1500,22500,0,0.0,0.013177786729100452
BayesSensitivity,raw_annual_draws_display_floor_only,Se,MT,0.014541444569488178,0.014502004319417984,0.011308993248773816,0.017832505640631244,1500,22500,0,0.0,0.011308993248773816
BayesSensitivity,raw_annual_draws_display_floor_only,Se,ST,0.015078713553729289,0.015088509146250866,0.011913268959588792,0.01813690662468794,1500,22500,0,0.0,0.011913268959588792
BayesSensitivity,raw_annual_draws_display_floor_only,TDS,CT,2132.787657738954,2124.047874267383,1524.815717946002,2808.5116216737274,1500,22500,0,0.0,1524.815717946002
BayesSensitivity,raw_annual_draws_display_floor_only,TDS,MT,2166.148327373305,2164.691592317652,1571.013965045646,2768.702502959571,1500,22500,0,0.0,1571.013965045646
BayesSensitivity,raw_annual_draws_display_floor_only,TDS,ST,2218.4230160982024,2215.121731198644,1612.7121763762132,2830.0020739496977,1500,22500,0,0.0,1612.7121763762132
BayesSensitivity,raw_annual_draws_display_floor_only,TKN,CT,8.53816293019035,8.46288723606205,6.046584632001085,11.63125227282239,1500,22500,0,0.0,6.046584632001085
BayesSensitivity,raw_annual_draws_display_floor_only,TKN,MT,7.986603260891581,7.9028136409576515,5.66140941379687,10.880379402749156,1500,22500,0,0.0,5.66140941379687
BayesSensitivity,raw_annual_draws_display_floor_only,TKN,ST,8.497242664010315,8.372394528082197,5.980421735790434,11.471178225916102,1500,22500,0,0.0,5.980421735790434
BayesSensitivity,raw_annual_draws_display_floor_only,TN,CT,14.840226664766776,14.58764698847193,8.32882957114397,23.62518201116811,1500,22500,0,0.0,8.32882957114397
BayesSensitivity,raw_annual_draws_display_floor_only,TN,MT,13.908045961728345,13.699870091566902,6.76111159234586,22.653514774557667,1500,22500,0,0.0,6.76111159234586
BayesSensitivity,raw_annual_draws_display_floor_only,TN,ST,14.278008369153557,14.026630847069908,7.0132274306440125,23.296041361649216,1500,22500,0,0.0,7.0132274306440125
BayesSensitivity,raw_annual_draws_display_floor_only,TP,CT,1.5831764944566875,1.4882362019011244,0.36949570621716665,3.3532727016883737,1500,22500,0,0.0,0.36949570621716665
BayesSensitivity,raw_annual_draws_display_floor_only,TP,MT,2.0253906907828707,1.9553452575519197,0.7714781125481537,3.921619977471209,1500,22500,0,0.0,0.7714781125481537
BayesSensitivity,raw_annual_draws_display_floor_only,TP,ST,1.8951547253625958,1.8123306236667613,0.5279372517303742,3.812576332140378,1500,22500,0,0.0,0.5279372517303742
BayesSensitivity,raw_annual_draws_display_floor_only,TSS,CT,2058.2547111056747,1948.49008526911,821.5847537270154,4007.0548312644346,1500,22500,0,0.0,821.5847537270154
BayesSensitivity,raw_annual_draws_display_floor_only,TSS,MT,1886.72907733265,1763.0608770551835,777.9162875948165,3586.5778355861567,1500,22500,0,0.0,777.9162875948165
BayesSensitivity,raw_annual_draws_display_floor_only,TSS,ST,1857.910772080585,1757.466273243818,674.8381086221593,3685.680914427413,1500,22500,0,0.0,674.8381086221593
