model_version,source,interval_prob,interval_type,Year,analyte,treatment,n_events,n_rows,volume_mean,volume_low,volume_high,conc_mean,conc_low,conc_high,load_mean,load_low,load_high
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2022,TDS,ST,16,16,219405.20722516303,166949.1990005723,266565.5867427715,890.2190633211411,644.5121646097559,1160.7615419446986,195354.95323396355,126742.81997106964,272601.0632031673
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,TDS,CT,14,14,256250.0159256672,207866.88041678947,307549.1527843118,930.019512663694,735.6818113526108,1141.3448874336425,237836.66750437368,180399.17780061025,303425.58589627943
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,TDS,MT,14,14,256672.8902414498,206047.62364569466,311827.70726089645,1018.6335251744595,828.9489192925085,1220.3213027053046,260989.75210761384,200274.0694864724,333597.68242132594
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2023,TDS,ST,14,14,237433.76107702238,192906.65916728263,283129.5963769149,967.7888847212699,763.7871264742648,1181.3590870395205,229032.04022988508,176324.55103802838,289277.7306831473
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,TDS,CT,8,8,177752.40544183357,143804.8217870137,212870.00509031944,1103.8506407282966,928.8367191018895,1301.4334173818804,196392.5121296758,146876.43052224157,249174.49246255204
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,TDS,MT,8,8,189233.3063071768,147348.53348904668,232512.99895476116,1128.945730229508,950.7340770502767,1320.4125417802345,213576.83652982942,156407.20291566467,272373.82087920577
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2024,TDS,ST,8,8,199953.7050056471,168033.74527291095,231710.11029645707,1128.3210660260847,952.9986419674376,1318.3674217764092,225666.67152570945,177847.212548994,279631.9504589988
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,TDS,CT,16,16,276039.9121493964,217863.39724868268,332984.0228634976,696.666363100391,519.570237149723,888.2858249415913,192271.52175516819,131156.61674381047,259268.47925864175
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,TDS,MT,16,16,287819.4676809641,229331.20648287295,347187.15965522913,692.9616490859232,517.2071195298845,888.4901581391846,199258.22930659037,139826.51629840495,263179.5336657207
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2025,TDS,ST,16,16,281796.9159122469,228270.10776342687,349420.18965282507,712.9640826054928,534.7684763739567,907.341387766674,200788.61757136858,143938.11782122756,274546.74540044455
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,TKN,CT,12,12,151137.2260446697,103010.96867819886,191961.9029975874,2.6228354821022566,0.16818196818868483,6.429306367714714,396.386831884654,25.584963465311773,1018.9745793914228
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,TKN,MT,12,12,146346.83530550444,102875.68604063804,194176.23274410795,2.52792812320644,0.14871632841451668,6.375509382417777,372.34028610436206,19.94951218551912,954.4319202827269
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2011,TKN,ST,12,12,141384.5814893776,100134.79895893676,184134.49173221295,2.5514250212449867,0.12334258047205007,6.127401673943427,361.96240745160657,15.530021046434864,920.5702069236454
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,TKN,CT,20,20,221162.06070010277,135070.22603977376,304810.2733570377,4.123983816395042,0.8299152687883029,8.264014834710993,911.9825312813116,171.08014962633683,1976.5394824121677
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,TKN,MT,20,20,205112.9291047372,144852.62514510143,267845.3759914493,3.9014229106245635,0.7925241285981095,7.851445019592854,799.4328513907174,166.02747507954632,1658.0208224668327
v3p1_physical_event,Bayes_Modeled,0.95,95% posterior credible interval,2012,TKN,ST,20,20,186661.68719114095,128108.60908219047,248543.5961205928,3.750788085389642,0.7467281345697991,7.672005157707487,700.5931371862025,128.49601914022105,1537.107888819533
