variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,probability_positive,parameter_family,parameter_index,analyte,rhat_threshold,rhat_status
beta_res_C[10],0.39498131807875,0.392158,0.2803523204536578,0.2771283333,-0.059841474999999984,0.8625779499999997,1.0279776773666305,226.41845456905202,115.22707586793513,0.923,beta_res_C,10,TSS,1.04,at_or_below_1.04
res_base,0.223083942875,0.216304,0.08041678743071992,0.07742507850000001,0.10377850000000001,0.37024965,1.002844047652125,1148.4231661477472,1750.6754784196792,1,res_base,NA,NA,1.04,at_or_below_1.04
b_res_stir,-1.0790950464775,-1.088095,0.3195199190797045,0.3226471185,-1.6018955,-0.5513721500000002,1.011364549105127,1017.695695883658,1889.6200849503266,2.5e-4,b_res_stir,NA,NA,1.04,at_or_below_1.04
gamma_PCr_res[1],1.224131669972975,1.130955,0.9995661694891292,1.093773324,-0.09849003499999998,3.0212039999999987,1.0036054377542751,788.6677610923458,1459.7919860376671,0.9065,gamma_PCr_res,1,NA,1.04,at_or_below_1.04
gamma_PCr_res[2],-0.049703549303724996,-0.0148782,1.195378431153601,0.8297092171199998,-1.978313,1.852160499999998,1.0055368426258244,1408.0730250085792,1354.617361680663,0.48575,gamma_PCr_res,2,NA,1.04,at_or_below_1.04
gamma_PCr_res[3],0.73058397035925,0.6653485,0.6494489949223381,0.6795207993000001,-0.16908859999999998,1.9109234999999996,1.0104673498046681,381.8348628651066,1301.2789609450563,0.88825,gamma_PCr_res,3,NA,1.04,at_or_below_1.04
gamma_PCr_res[4],-0.88917859011275,-0.796106,0.8790492633686735,0.9063882512999998,-2.4974265,0.27144419999999986,1.006748770867879,620.9427730984977,1503.5219203629877,0.14075,gamma_PCr_res,4,NA,1.04,at_or_below_1.04
gamma_PCr_res[5],-0.4408925113246,-0.37904000000000004,0.6231610276732936,0.58522091586,-1.519082,0.5056022499999998,1.0020337360512057,1877.693967158506,2291.784755118566,0.23125,gamma_PCr_res,5,NA,1.04,at_or_below_1.04
sigma_PCr_res,1.014238536505,0.9655385000000001,0.5763009798292599,0.5533604348999998,0.14952920000000003,2.0648074999999997,1.0081117448229138,386.9858130444941,417.5945606793789,1,sigma_PCr_res,NA,NA,1.04,at_or_below_1.04
sigma_res_obs,2.3091173925,2.2923799999999996,0.24715812508093746,0.24051478499999976,1.9331595,2.7351819999999996,1.0037462758847455,1034.9584765488867,1870.66432817453,1,sigma_res_obs,NA,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[1],-1.74198068988775,-1.6950949999999998,2.4399465594550436,2.37554507232,-5.750103,2.175632499999998,1.0109573271689394,497.11157269002535,1676.378993470993,0.23475,RES_unit_miss_logit,1,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[2],-1.760184519504625,-1.849015,2.5286636703928727,2.62875743676,-5.9582245,2.2744104999999983,1.0184331875386967,229.63372625497124,1485.9236128077675,0.25375,RES_unit_miss_logit,2,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[3],0.57999832243025,0.516298,2.2113072039237847,2.1169696988999998,-2.986958,4.259692999999999,1.0013685182611674,3285.8201951742417,2777.987734967391,0.59475,RES_unit_miss_logit,3,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[4],0.9614955837120001,0.9081859999999999,2.246174537126033,2.1106301013,-2.753036,4.697085499999998,1.0003387451799348,3019.227752012648,2521.0162984251597,0.67475,RES_unit_miss_logit,4,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[5],0.63866460664275,0.528833,2.1941804498235884,2.0238038562,-2.938507,4.336812499999996,1.0018738459595824,2331.2890521729173,2327.901854616962,0.6155,RES_unit_miss_logit,5,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[6],0.4067370742525,0.306954,2.2082157211839437,2.0085434544,-3.127983,4.212109499999998,1.000511531947651,2719.0140715963744,2873.138103261324,0.56325,RES_unit_miss_logit,6,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[7],-1.73013384530225,-2.00927,3.290526301069801,4.066544220899999,-6.8846240000000005,3.2856959999999997,1.0391839479219371,130.1296171658028,1207.353753395985,0.36925,RES_unit_miss_logit,7,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[8],-2.37220579737,-2.59657,3.0104057951805228,3.2658653496000003,-7.067921500000001,2.4763844999999987,1.031682454191342,167.60514942400116,1472.8492954731482,0.245,RES_unit_miss_logit,8,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[9],0.1863419840575,0.201476,2.1835180576394815,2.0468256689999995,-3.3376165,3.8046339999999983,1.0027502651978546,867.6421759943308,2297.303033758155,0.5375,RES_unit_miss_logit,9,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[10],1.037740912145,1.37197,2.633488549637433,2.5902074645999997,-3.6170655000000003,5.052450999999998,1.0243032215725394,154.1626808212533,845.0857965528348,0.66975,RES_unit_miss_logit,10,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[11],0.27974721662675,0.373965,2.518250187749787,2.5482335759999994,-3.933018,4.228027999999998,1.023416154120718,170.37069476045167,1020.4840692558512,0.5565,RES_unit_miss_logit,11,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[12],0.26863272718000003,0.379105,2.7023376918298907,2.8802692590000003,-4.084657999999999,4.576547499999999,1.0229450027636156,174.8780180046771,1806.3384507045785,0.54625,RES_unit_miss_logit,12,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[13],-1.525695194835,-1.470645,2.680408911504229,2.8013423066999996,-5.853441,2.7981864999999972,1.023009631407865,235.9198562993687,2033.3618164583024,0.296,RES_unit_miss_logit,13,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[14],-1.15535331736825,-1.02254,2.5440994664472423,2.5829642223000002,-5.5088355,2.8347195,1.0051008475173748,581.1133133265486,1869.6176890121415,0.34175,RES_unit_miss_logit,14,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[15],0.018663328816,0.06898675,2.2866262237932022,2.1571236959999998,-3.8445964999999998,3.7255299999999996,1.0008362021614008,3646.2384048592144,2875.8293980523454,0.514,RES_unit_miss_logit,15,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[16],-0.008604590627,6.444945e-4,2.2459492268949885,2.1054113574543,-3.650912,3.730993499999997,1.0011017285929402,3132.378251833452,2762.2718267743453,0.50025,RES_unit_miss_logit,16,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[17],-0.26865041272275,-0.21843,2.2484598552705846,2.040583923,-4.1010409999999995,3.392035499999996,1.0023197368698415,2658.4234315000917,2540.8229214640673,0.45575,RES_unit_miss_logit,17,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[18],0.17418983687155,0.306031,2.6191272546382436,2.889920985,-4.125136,4.2407965,1.0215353618963445,179.99980462215305,1203.4152197963972,0.54,RES_unit_miss_logit,18,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[19],-3.6439653820955,-3.579865,2.3565223218419025,2.322544791,-7.559025,0.07088064499999887,1.0016907909660728,1533.3324748154482,2096.7384285070084,0.0545,RES_unit_miss_logit,19,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[20],-3.50101691688,-3.6443149999999997,2.650218635026915,2.493384789,-7.733546499999999,1.2342599999999992,1.0075381392437825,592.3838502211258,567.248199357742,0.103,RES_unit_miss_logit,20,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[21],-0.5197726402685,-0.407675,2.668938630984468,2.7924400349999994,-4.966317999999999,3.6635714999999998,1.0108210594528033,394.6065300058348,2465.3601175877857,0.442,RES_unit_miss_logit,21,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[22],-0.4974063185975,-0.355474,2.6253447326170183,2.70618978,-4.8937355,3.6488784999999995,1.005733994115923,623.7399778739391,2314.0917351920843,0.44325,RES_unit_miss_logit,22,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[23],-0.5762335927325,-0.41038050000000004,2.656300889186217,2.6069660336999996,-5.1372605,3.5180679999999933,1.0038515907248822,707.623535645944,2011.0765146317826,0.44075,RES_unit_miss_logit,23,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[24],-1.13909304080205,-1.035635,2.316131411435717,2.1357787038,-5.132752999999999,2.565340499999997,1.0018503613036125,1092.703800697902,1812.4135833414643,0.3055,RES_unit_miss_logit,24,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[25],-0.68815046949625,-0.6282380000000001,2.6492884171036315,2.6269477751999997,-5.153467999999999,3.4887555,1.0004575572368404,2386.6868569829817,2276.8597481660536,0.40325,RES_unit_miss_logit,25,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[26],-0.6917477234075,-0.6269265,2.7161665352258395,2.6113826990999995,-5.1748375,3.6503774999999994,1.0031221996828326,2506.4633986172394,2365.37101260983,0.40125,RES_unit_miss_logit,26,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[27],-0.702480082665,-0.718121,2.635712893666256,2.6113641665999996,-4.9241165,3.664123499999997,1.0000523754948882,2225.621488562084,2470.447684621085,0.39675,RES_unit_miss_logit,27,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[28],-0.684605509507125,-0.6338005,2.6098397537855273,2.5399006227,-5.0410825,3.600492,1.0023729673197042,2536.6719378667517,2536.5386679394855,0.40025,RES_unit_miss_logit,28,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[29],-0.619138100804,-0.569741,2.6879468711592978,2.6516286173999997,-5.0003275,3.6246424999999993,1.001082315738639,2504.53387975486,2307.593088512086,0.412,RES_unit_miss_logit,29,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[30],-0.67179182209225,-0.685503,2.7079069650013388,2.6534759369999996,-5.1017455,3.7026849999999984,1.0018182202687393,2506.1506881114738,2101.6429550091384,0.404,RES_unit_miss_logit,30,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[31],-2.068491252015,-2.099155,2.366768845051661,2.2779585611999997,-5.848553,1.8803854999999974,1.005995768167333,443.95909911530305,1052.6907139672367,0.17525,RES_unit_miss_logit,31,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[32],-1.3919315582175,-1.241385,2.3172510844164704,2.1779453304,-5.4304115,2.2054205000000002,1.012243598837784,761.1984787044569,1640.0483894124447,0.26775,RES_unit_miss_logit,32,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[33],-1.35738243503275,-1.41954,2.6452084741090696,2.7763167599999994,-5.697466,2.969847999999999,1.0537530315191617,69.40788534300157,868.6006135840405,0.31675,RES_unit_miss_logit,33,NA,1.04,above_1.04
RES_unit_miss_logit[34],-1.600135593156,-1.5144250000000001,2.3637438530675383,2.2381766225699997,-5.546538,2.1925784999999998,1.003096410096626,755.9877884004981,1567.8836268446923,0.23525,RES_unit_miss_logit,34,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[35],-0.7437708569585,-0.5901894999999999,2.4883938821713794,2.4803460633,-5.0054225,3.1211019999999983,1.0300678005602235,217.02354124245156,2038.6950750059955,0.40375,RES_unit_miss_logit,35,NA,1.04,at_or_below_1.04
RES_unit_miss_logit[36],-0.648447999085,-0.479766,2.6133541426590554,2.54176944,-5.193236,3.376104999999999,1.042265066395706,172.24546087167786,1531.9870161247075,0.4275,RES_unit_miss_logit,36,NA,1.04,above_1.04
