Method,Scenario,Year,Analyte,Treatment,PointTotal_kg,n_physical_events
ML,full_record_model_only,2011,NH4,CT,0.0486024227257338,12
ML,full_record_model_only,2011,NH4,MT,0.0595000584116231,12
ML,full_record_model_only,2011,NH4,ST,0.0586673758299601,12
ML,full_record_model_only,2011,NO2,CT,0.07102591599809491,12
ML,full_record_model_only,2011,NO2,MT,0.0993542476241501,12
ML,full_record_model_only,2011,NO2,ST,0.0826239487764685,12
ML,full_record_model_only,2011,NO3,CT,0.9895459614901376,12
ML,full_record_model_only,2011,NO3,MT,1.312160066427995,12
ML,full_record_model_only,2011,NO3,ST,1.4806163409520101,12
ML,full_record_model_only,2011,OP,CT,0.0352871822081274,12
ML,full_record_model_only,2011,OP,MT,0.048962047035546,12
ML,full_record_model_only,2011,OP,ST,0.0390676630609699,12
ML,full_record_model_only,2011,Se,CT,0.040462074144554404,12
ML,full_record_model_only,2011,Se,MT,0.0633295885138876,12
ML,full_record_model_only,2011,Se,ST,0.0537992245170874,12
ML,full_record_model_only,2011,TDS,CT,1.5409755770997167,12
ML,full_record_model_only,2011,TDS,MT,1.6623787380566553,12
ML,full_record_model_only,2011,TDS,ST,1.681507413425607,12
ML,full_record_model_only,2011,TKN,CT,0.6909679426073039,12
ML,full_record_model_only,2011,TKN,MT,0.8026526658563705,12
ML,full_record_model_only,2011,TKN,ST,0.8656734115753184,12
ML,full_record_model_only,2011,TN,CT,0.6133304385979469,12
ML,full_record_model_only,2011,TN,MT,0.7358222803766902,12
ML,full_record_model_only,2011,TN,ST,0.7921104196240358,12
ML,full_record_model_only,2011,TP,CT,0.2583604106299934,12
ML,full_record_model_only,2011,TP,MT,0.2976169461632036,12
ML,full_record_model_only,2011,TP,ST,0.3150660995409384,12
ML,full_record_model_only,2011,TSS,CT,194.95983531066946,12
ML,full_record_model_only,2011,TSS,MT,177.47056569537344,12
ML,full_record_model_only,2011,TSS,ST,173.09436969224677,12
ML,full_record_model_only,2012,NH4,CT,0.03442940224138851,16
ML,full_record_model_only,2012,NH4,MT,0.03930852219172806,18
ML,full_record_model_only,2012,NH4,ST,0.0327523488773331,16
ML,full_record_model_only,2012,NO2,CT,0.06083971392735851,16
ML,full_record_model_only,2012,NO2,MT,0.08856128457516521,18
ML,full_record_model_only,2012,NO2,ST,0.06922369647225379,16
ML,full_record_model_only,2012,NO3,CT,0.9443332937179275,20
ML,full_record_model_only,2012,NO3,MT,1.3452773217408052,18
ML,full_record_model_only,2012,NO3,ST,1.0924525660079554,17
ML,full_record_model_only,2012,OP,CT,0.04063012647984533,16
ML,full_record_model_only,2012,OP,MT,0.06810383850996224,18
ML,full_record_model_only,2012,OP,ST,0.054829481054054,16
ML,full_record_model_only,2012,Se,CT,0.03156356373590934,16
ML,full_record_model_only,2012,Se,MT,0.04480328973041148,18
ML,full_record_model_only,2012,Se,ST,0.0361755359058398,16
ML,full_record_model_only,2012,TDS,CT,1.4106002266749889,16
ML,full_record_model_only,2012,TDS,MT,1.7019158748140002,18
ML,full_record_model_only,2012,TDS,ST,1.3982818197267124,16
ML,full_record_model_only,2012,TKN,CT,0.547278535858095,16
ML,full_record_model_only,2012,TKN,MT,0.6577830516375741,18
ML,full_record_model_only,2012,TKN,ST,0.5362141049595373,16
ML,full_record_model_only,2012,TN,CT,0.3557691402940383,18
ML,full_record_model_only,2012,TN,MT,0.386753798480856,18
ML,full_record_model_only,2012,TN,ST,0.3212994900584993,16
ML,full_record_model_only,2012,TP,CT,0.2282355396647365,18
ML,full_record_model_only,2012,TP,MT,0.31813715475236465,18
ML,full_record_model_only,2012,TP,ST,0.2488128721865019,16
ML,full_record_model_only,2012,TSS,CT,164.10284857171607,20
ML,full_record_model_only,2012,TSS,MT,176.3801100097652,20
ML,full_record_model_only,2012,TSS,ST,142.1925678975908,20
ML,full_record_model_only,2013,NH4,CT,0.0451263941194258,14
ML,full_record_model_only,2013,NH4,MT,0.0652096998468288,14
ML,full_record_model_only,2013,NH4,ST,0.0465594456553977,14
ML,full_record_model_only,2013,NO2,CT,0.0630772996311716,14
ML,full_record_model_only,2013,NO2,MT,0.0813111035212938,14
ML,full_record_model_only,2013,NO2,ST,0.0530140871093024,14
ML,full_record_model_only,2013,NO3,CT,1.4035761334708028,14
ML,full_record_model_only,2013,NO3,MT,1.916252065382517,14
ML,full_record_model_only,2013,NO3,ST,1.4228520035258316,14
ML,full_record_model_only,2013,OP,CT,0.055561711940016,14
ML,full_record_model_only,2013,OP,MT,0.0753583454331564,14
ML,full_record_model_only,2013,OP,ST,0.0474806459573715,14
ML,full_record_model_only,2013,Se,CT,0.032523615828503,14
ML,full_record_model_only,2013,Se,MT,0.0464856448605844,14
ML,full_record_model_only,2013,Se,ST,0.0299336829014147,14
ML,full_record_model_only,2013,TDS,CT,1.6936161017474374,14
ML,full_record_model_only,2013,TDS,MT,2.5372453969824544,14
ML,full_record_model_only,2013,TDS,ST,1.6750904094495307,14
ML,full_record_model_only,2013,TKN,CT,0.9622972427471158,14
ML,full_record_model_only,2013,TKN,MT,1.2801010566922426,14
ML,full_record_model_only,2013,TKN,ST,0.9314982291314033,14
ML,full_record_model_only,2013,TN,CT,0.544618870173668,14
ML,full_record_model_only,2013,TN,MT,0.8079189237883998,14
ML,full_record_model_only,2013,TN,ST,0.5740247655103459,14
ML,full_record_model_only,2013,TP,CT,0.1475895461651345,14
ML,full_record_model_only,2013,TP,MT,0.19682658122661761,14
ML,full_record_model_only,2013,TP,ST,0.1310432952176648,14
ML,full_record_model_only,2013,TSS,CT,129.73147310887973,14
ML,full_record_model_only,2013,TSS,MT,208.63096405498035,14
ML,full_record_model_only,2013,TSS,ST,111.51688915824882,14
ML,full_record_model_only,2014,NH4,CT,0.0436587151781337,10
ML,full_record_model_only,2014,NH4,MT,0.0552375746210683,8
ML,full_record_model_only,2014,NH4,ST,0.0421443132273038,10
ML,full_record_model_only,2014,NO2,CT,0.0453407243604438,10
ML,full_record_model_only,2014,NO2,MT,0.0462012123900883,8
ML,full_record_model_only,2014,NO2,ST,0.042631584649655205,10
ML,full_record_model_only,2014,NO3,CT,1.1388063327786626,10
ML,full_record_model_only,2014,NO3,MT,0.8333540178548772,8
ML,full_record_model_only,2014,NO3,ST,0.973521239908199,10
ML,full_record_model_only,2014,OP,CT,0.023840023474905138,10
ML,full_record_model_only,2014,OP,MT,0.03724530220997875,10
ML,full_record_model_only,2014,OP,ST,0.0251009285027076,10
ML,full_record_model_only,2014,Se,CT,0.0181790893853321,10
ML,full_record_model_only,2014,Se,MT,0.0322536396047662,8
ML,full_record_model_only,2014,Se,ST,0.0244229943436097,10
ML,full_record_model_only,2014,TDS,CT,1.7144184994964644,10
ML,full_record_model_only,2014,TDS,MT,1.0977594424527437,8
ML,full_record_model_only,2014,TDS,ST,1.1900837765304884,10
ML,full_record_model_only,2014,TKN,CT,0.6505479729359025,10
ML,full_record_model_only,2014,TKN,MT,0.48508101153459143,8
ML,full_record_model_only,2014,TKN,ST,0.5062372028326105,10
ML,full_record_model_only,2014,TN,CT,0.6908294692543568,10
ML,full_record_model_only,2014,TN,MT,0.4791301907527458,10
ML,full_record_model_only,2014,TN,ST,0.5305487507229035,10
ML,full_record_model_only,2014,TP,CT,0.1316269266068738,10
ML,full_record_model_only,2014,TP,MT,0.09842646826014101,10
ML,full_record_model_only,2014,TP,ST,0.1087536697446396,10
ML,full_record_model_only,2014,TSS,CT,134.8639097120002,10
ML,full_record_model_only,2014,TSS,MT,75.38535577858309,10
ML,full_record_model_only,2014,TSS,ST,84.00035486684091,10
ML,full_record_model_only,2015,NH4,CT,0.0310606457904262,12
ML,full_record_model_only,2015,NH4,MT,0.013183664362148587,12
ML,full_record_model_only,2015,NH4,ST,0.009503401018246227,12
ML,full_record_model_only,2015,NO2,CT,0.0779305384295772,12
ML,full_record_model_only,2015,NO2,MT,0.0215813977278374,12
ML,full_record_model_only,2015,NO2,ST,0.0209454320640865,12
ML,full_record_model_only,2015,NO3,CT,2.011767586077654,12
ML,full_record_model_only,2015,NO3,MT,0.7791129641526582,12
ML,full_record_model_only,2015,NO3,ST,0.8921851234327969,12
ML,full_record_model_only,2015,OP,CT,0.0418956231981941,12
ML,full_record_model_only,2015,OP,MT,0.0096351335020694,12
ML,full_record_model_only,2015,OP,ST,0.006360417124065787,12
ML,full_record_model_only,2015,Se,CT,0.0451463254544813,12
ML,full_record_model_only,2015,Se,MT,0.0117999049960775,12
ML,full_record_model_only,2015,Se,ST,0.0089576610602559,12
ML,full_record_model_only,2015,TDS,CT,1.8988475950936612,12
ML,full_record_model_only,2015,TDS,MT,0.4646164596616803,12
ML,full_record_model_only,2015,TDS,ST,0.4723837538057727,12
ML,full_record_model_only,2015,TKN,CT,0.3367432888877201,12
ML,full_record_model_only,2015,TKN,MT,0.0537040754404352,12
ML,full_record_model_only,2015,TKN,ST,0.0541871682836713,12
ML,full_record_model_only,2015,TN,CT,2.1360957902647004,12
ML,full_record_model_only,2015,TN,MT,0.8241370978493504,12
ML,full_record_model_only,2015,TN,ST,0.8933022745744974,12
ML,full_record_model_only,2015,TP,CT,0.212790197376308,12
ML,full_record_model_only,2015,TP,MT,0.0374666258212481,12
ML,full_record_model_only,2015,TP,ST,0.0357141876312625,12
ML,full_record_model_only,2015,TSS,CT,243.46561064508654,12
ML,full_record_model_only,2015,TSS,MT,23.228784219891956,12
ML,full_record_model_only,2015,TSS,ST,14.479563719190278,12
ML,full_record_model_only,2016,NH4,CT,0.0149473189702517,4
ML,full_record_model_only,2016,NH4,MT,0.0040433030726882,4
ML,full_record_model_only,2016,NH4,ST,0.008484681097196401,4
ML,full_record_model_only,2016,NO2,CT,0.0027632059207689,4
ML,full_record_model_only,2016,NO2,MT,0.0009645848548828657,4
ML,full_record_model_only,2016,NO2,ST,6.415646796666626e-05,4
ML,full_record_model_only,2016,NO3,CT,0.5226208942365519,4
ML,full_record_model_only,2016,NO3,MT,0.1676758482180722,4
ML,full_record_model_only,2016,NO3,ST,0.4127947760479952,4
ML,full_record_model_only,2016,OP,CT,0.0034507720105006875,4
ML,full_record_model_only,2016,OP,MT,0.0012636491216623,4
ML,full_record_model_only,2016,OP,ST,0.0019615634089869003,4
ML,full_record_model_only,2016,Se,CT,0.0013989618756184343,4
ML,full_record_model_only,2016,Se,MT,0.0,4
ML,full_record_model_only,2016,Se,ST,0.0,4
ML,full_record_model_only,2016,TDS,CT,0.5776230570524838,4
ML,full_record_model_only,2016,TDS,MT,0.1209183145610352,4
ML,full_record_model_only,2016,TDS,ST,0.3125990369167226,4
ML,full_record_model_only,2016,TKN,CT,0.0207130163442122,4
ML,full_record_model_only,2016,TKN,MT,0.0029979213565213,4
ML,full_record_model_only,2016,TKN,ST,0.0067561940511546995,4
ML,full_record_model_only,2016,TN,CT,0.4879795161597429,4
ML,full_record_model_only,2016,TN,MT,0.15873100153921169,4
ML,full_record_model_only,2016,TN,ST,0.3907332369275476,4
ML,full_record_model_only,2016,TP,CT,0.008278642355707001,4
ML,full_record_model_only,2016,TP,MT,0.0014711135425974,4
ML,full_record_model_only,2016,TP,ST,0.0020382705129232,4
ML,full_record_model_only,2016,TSS,CT,83.53541629110072,4
ML,full_record_model_only,2016,TSS,MT,8.475141026809588,4
ML,full_record_model_only,2016,TSS,ST,25.722507212593637,4
ML,full_record_model_only,2017,NH4,CT,0.1902580718522101,12
ML,full_record_model_only,2017,NH4,MT,0.043623311751098,12
ML,full_record_model_only,2017,NH4,ST,0.0219815250931423,12
ML,full_record_model_only,2017,NO2,CT,0.1169511363153141,12
ML,full_record_model_only,2017,NO2,MT,0.0273160178175871,12
ML,full_record_model_only,2017,NO2,ST,0.017613890058406658,12
ML,full_record_model_only,2017,NO3,CT,3.269612202040684,12
ML,full_record_model_only,2017,NO3,MT,1.3443991091125458,12
ML,full_record_model_only,2017,NO3,ST,1.2295938169537188,12
ML,full_record_model_only,2017,OP,CT,0.005446135459709,12
ML,full_record_model_only,2017,OP,MT,0.0035761648434344765,12
ML,full_record_model_only,2017,OP,ST,0.0024507681141217714,12
ML,full_record_model_only,2017,Se,CT,0.0699673831327246,12
ML,full_record_model_only,2017,Se,MT,0.012427879714129852,12
ML,full_record_model_only,2017,Se,ST,0.005905668989111469,12
ML,full_record_model_only,2017,TDS,CT,4.401120344639177,12
ML,full_record_model_only,2017,TDS,MT,0.7908266352311788,12
ML,full_record_model_only,2017,TDS,ST,0.6515083606114214,12
ML,full_record_model_only,2017,TKN,CT,1.1937504290708412,12
ML,full_record_model_only,2017,TKN,MT,0.1460729998488974,12
ML,full_record_model_only,2017,TKN,ST,0.0836988627433259,12
ML,full_record_model_only,2017,TN,CT,1.3228646637655497,12
ML,full_record_model_only,2017,TN,MT,0.263603524397399,12
ML,full_record_model_only,2017,TN,ST,0.2087663707170549,12
ML,full_record_model_only,2017,TP,CT,0.1108543181316274,12
ML,full_record_model_only,2017,TP,MT,0.022240613270693158,12
ML,full_record_model_only,2017,TP,ST,0.0175213036922138,12
ML,full_record_model_only,2017,TSS,CT,1014.3906761864193,12
ML,full_record_model_only,2017,TSS,MT,66.97468471842495,12
ML,full_record_model_only,2017,TSS,ST,72.7498683961463,12
ML,full_record_model_only,2018,NH4,CT,0.0457538953329777,10
ML,full_record_model_only,2018,NH4,MT,0.014125724186936583,10
ML,full_record_model_only,2018,NH4,ST,0.0086571583498176,10
ML,full_record_model_only,2018,NO2,CT,0.0647533591087689,10
ML,full_record_model_only,2018,NO2,MT,0.0433330734588106,10
ML,full_record_model_only,2018,NO2,ST,0.0391120166449305,10
ML,full_record_model_only,2018,NO3,CT,0.6165746095549591,10
ML,full_record_model_only,2018,NO3,MT,0.5223946531633008,10
ML,full_record_model_only,2018,NO3,ST,0.5066946323872957,10
ML,full_record_model_only,2018,OP,CT,0.0171310243971755,10
ML,full_record_model_only,2018,OP,MT,0.0179931415474191,10
ML,full_record_model_only,2018,OP,ST,0.0155913353762223,10
ML,full_record_model_only,2018,Se,CT,0.014199341017394,10
ML,full_record_model_only,2018,Se,MT,0.010258891801077741,10
ML,full_record_model_only,2018,Se,ST,0.0071007769359339,10
ML,full_record_model_only,2018,TDS,CT,1.5112227381212846,10
ML,full_record_model_only,2018,TDS,MT,0.8228845304883333,10
ML,full_record_model_only,2018,TDS,ST,0.7441451060920666,10
ML,full_record_model_only,2018,TKN,CT,0.4468100740392415,10
ML,full_record_model_only,2018,TKN,MT,0.2034337945634878,10
ML,full_record_model_only,2018,TKN,ST,0.1837246539797397,10
ML,full_record_model_only,2018,TN,CT,0.4240804956644995,10
ML,full_record_model_only,2018,TN,MT,0.2428397928633013,10
ML,full_record_model_only,2018,TN,ST,0.2237780168691445,10
ML,full_record_model_only,2018,TP,CT,0.0846157894789209,10
ML,full_record_model_only,2018,TP,MT,0.0606915312471546,10
ML,full_record_model_only,2018,TP,ST,0.056206549049478104,10
ML,full_record_model_only,2018,TSS,CT,68.51340831336613,10
ML,full_record_model_only,2018,TSS,MT,35.49059033410991,10
ML,full_record_model_only,2018,TSS,ST,32.69840379236074,10
ML,full_record_model_only,2019,NH4,CT,0.0047629926793042,2
ML,full_record_model_only,2019,NH4,MT,0.0019005428322676002,2
ML,full_record_model_only,2019,NH4,ST,0.0022854559513792,2
ML,full_record_model_only,2019,NO2,CT,0.0070692564899597,2
ML,full_record_model_only,2019,NO2,MT,0.0042156946225066,2
ML,full_record_model_only,2019,NO2,ST,0.0055286377272668,2
ML,full_record_model_only,2019,NO3,CT,0.1109235908202767,2
ML,full_record_model_only,2019,NO3,MT,0.0788156117671604,2
ML,full_record_model_only,2019,NO3,ST,0.0923264524355247,2
ML,full_record_model_only,2019,OP,CT,0.0029898409185817,2
ML,full_record_model_only,2019,OP,MT,7.104141236184977e-05,2
ML,full_record_model_only,2019,OP,ST,0.0014012471514952,2
ML,full_record_model_only,2019,Se,CT,0.0,2
ML,full_record_model_only,2019,Se,MT,0.0,2
ML,full_record_model_only,2019,Se,ST,0.0,2
ML,full_record_model_only,2019,TDS,CT,0.31438312211566033,2
ML,full_record_model_only,2019,TDS,MT,0.1864278313663134,2
ML,full_record_model_only,2019,TDS,ST,0.2080481885308615,2
ML,full_record_model_only,2019,TKN,CT,0.0621505655022123,2
ML,full_record_model_only,2019,TKN,MT,0.0382753117841961,2
ML,full_record_model_only,2019,TKN,ST,0.0424629440885842,2
ML,full_record_model_only,2019,TN,CT,0.0780275774967347,2
ML,full_record_model_only,2019,TN,MT,0.0542797676133914,2
ML,full_record_model_only,2019,TN,ST,0.0613121694060231,2
ML,full_record_model_only,2019,TP,CT,0.0121139180132003,2
ML,full_record_model_only,2019,TP,MT,0.0063778520799508,2
ML,full_record_model_only,2019,TP,ST,0.0082955171917804,2
ML,full_record_model_only,2019,TSS,CT,27.41896657511999,2
ML,full_record_model_only,2019,TSS,MT,14.057044820224288,2
ML,full_record_model_only,2019,TSS,ST,17.207178955391772,2
ML,full_record_model_only,2020,NH4,CT,0.0981084057945939,16
ML,full_record_model_only,2020,NH4,MT,0.041877444466796,15
ML,full_record_model_only,2020,NH4,ST,0.0455822909284959,15
ML,full_record_model_only,2020,NO2,CT,0.06165270974453,16
ML,full_record_model_only,2020,NO2,MT,0.0253133826610077,15
ML,full_record_model_only,2020,NO2,ST,0.023909274784022848,15
ML,full_record_model_only,2020,NO3,CT,2.1555381790224337,16
ML,full_record_model_only,2020,NO3,MT,1.2698474529199182,15
ML,full_record_model_only,2020,NO3,ST,1.7547069290758173,15
ML,full_record_model_only,2020,OP,CT,0.0135402902854612,16
ML,full_record_model_only,2020,OP,MT,0.005477129238493414,15
ML,full_record_model_only,2020,OP,ST,0.0027267678822265125,15
ML,full_record_model_only,2020,Se,CT,0.0089586723909017,16
ML,full_record_model_only,2020,Se,MT,0.0029887360046469483,15
ML,full_record_model_only,2020,Se,ST,0.003937354100237616,15
ML,full_record_model_only,2020,TDS,CT,2.762800091652174,16
ML,full_record_model_only,2020,TDS,MT,0.8868032552925533,15
ML,full_record_model_only,2020,TDS,ST,1.0894721564332746,15
ML,full_record_model_only,2020,TKN,CT,0.7327123208661785,16
ML,full_record_model_only,2020,TKN,MT,0.2457028105351373,15
ML,full_record_model_only,2020,TKN,ST,0.3211641531359209,15
ML,full_record_model_only,2020,TN,CT,0.8400820133224662,16
ML,full_record_model_only,2020,TN,MT,0.3336303426325824,15
ML,full_record_model_only,2020,TN,ST,0.4169138751225811,15
ML,full_record_model_only,2020,TP,CT,0.09753616280427921,16
ML,full_record_model_only,2020,TP,MT,0.0450560378356635,15
ML,full_record_model_only,2020,TP,ST,0.052991985037593295,15
ML,full_record_model_only,2020,TSS,CT,240.55689369926466,16
ML,full_record_model_only,2020,TSS,MT,31.2151687763276,15
ML,full_record_model_only,2020,TSS,ST,37.31767576460942,15
ML,full_record_model_only,2021,NH4,CT,0.0950211312855749,12
ML,full_record_model_only,2021,NH4,MT,0.0333382787828899,12
ML,full_record_model_only,2021,NH4,ST,0.0259245260792857,12
ML,full_record_model_only,2021,NO2,CT,0.0729904618756688,12
ML,full_record_model_only,2021,NO2,MT,0.0284517959346745,12
ML,full_record_model_only,2021,NO2,ST,0.0264647653817851,12
ML,full_record_model_only,2021,NO3,CT,1.7251682356889415,12
ML,full_record_model_only,2021,NO3,MT,0.9614386052895856,12
ML,full_record_model_only,2021,NO3,ST,1.092362954941326,12
ML,full_record_model_only,2021,OP,CT,0.013722312195795998,12
ML,full_record_model_only,2021,OP,MT,0.012449864441519238,12
ML,full_record_model_only,2021,OP,ST,0.011169502968998601,12
ML,full_record_model_only,2021,Se,CT,0.006319369005039,12
ML,full_record_model_only,2021,Se,MT,0.0033012887712230246,12
ML,full_record_model_only,2021,Se,ST,0.002332291228567883,12
ML,full_record_model_only,2021,TDS,CT,2.1853482555096355,12
ML,full_record_model_only,2021,TDS,MT,0.734528358224319,12
ML,full_record_model_only,2021,TDS,ST,0.7637726584366892,12
ML,full_record_model_only,2021,TKN,CT,0.8280725712248465,12
ML,full_record_model_only,2021,TKN,MT,0.274411419508686,12
ML,full_record_model_only,2021,TKN,ST,0.2785499012975704,12
ML,full_record_model_only,2021,TN,CT,0.6894683289970986,12
ML,full_record_model_only,2021,TN,MT,0.2473936931568693,12
ML,full_record_model_only,2021,TN,ST,0.2586782263321182,12
ML,full_record_model_only,2021,TP,CT,0.09457422911661251,12
ML,full_record_model_only,2021,TP,MT,0.0618721135054688,12
ML,full_record_model_only,2021,TP,ST,0.0638023364465777,12
ML,full_record_model_only,2021,TSS,CT,331.614092182871,12
ML,full_record_model_only,2021,TSS,MT,63.65359550220953,12
ML,full_record_model_only,2021,TSS,ST,66.95002833824445,12
ML,full_record_model_only,2022,NH4,CT,0.012393600426343528,17
ML,full_record_model_only,2022,NH4,MT,0.025743522392544762,17
ML,full_record_model_only,2022,NH4,ST,0.0162922378444033,17
ML,full_record_model_only,2022,NO2,CT,0.044689433394492495,17
ML,full_record_model_only,2022,NO2,MT,0.034855221197377904,17
ML,full_record_model_only,2022,NO2,ST,0.039100313983612,17
ML,full_record_model_only,2022,NO3,CT,1.5212022248449495,17
ML,full_record_model_only,2022,NO3,MT,1.4795822052608403,17
ML,full_record_model_only,2022,NO3,ST,1.5633304827241623,17
ML,full_record_model_only,2022,OP,CT,0.013077530559015461,17
ML,full_record_model_only,2022,OP,MT,0.014102366119914774,17
ML,full_record_model_only,2022,OP,ST,0.014548000450000834,17
ML,full_record_model_only,2022,Se,CT,0.005911782520304,17
ML,full_record_model_only,2022,Se,MT,0.002025901501145457,17
ML,full_record_model_only,2022,Se,ST,0.0028410361973362414,17
ML,full_record_model_only,2022,TDS,CT,1.018515827846138,17
ML,full_record_model_only,2022,TDS,MT,0.9071034007850429,17
ML,full_record_model_only,2022,TDS,ST,0.8541429757445487,17
ML,full_record_model_only,2022,TKN,CT,0.16261692655686,17
ML,full_record_model_only,2022,TKN,MT,0.160203601157985,17
ML,full_record_model_only,2022,TKN,ST,0.14386128722402675,17
ML,full_record_model_only,2022,TN,CT,0.2981558329996443,17
ML,full_record_model_only,2022,TN,MT,0.3082963459087764,17
ML,full_record_model_only,2022,TN,ST,0.2841798031049793,17
ML,full_record_model_only,2022,TP,CT,0.0468439649494506,17
ML,full_record_model_only,2022,TP,MT,0.047856530323634905,17
ML,full_record_model_only,2022,TP,ST,0.047373392459225866,17
ML,full_record_model_only,2022,TSS,CT,52.44777974882381,17
ML,full_record_model_only,2022,TSS,MT,64.07162351448811,17
ML,full_record_model_only,2022,TSS,ST,52.18865659104442,17
ML,full_record_model_only,2023,NH4,CT,0.3298508973271782,14
ML,full_record_model_only,2023,NH4,MT,0.3355093459293012,14
ML,full_record_model_only,2023,NH4,ST,0.2725594754423001,14
ML,full_record_model_only,2023,NO2,CT,0.0219574430109358,14
ML,full_record_model_only,2023,NO2,MT,0.0230223701811652,14
ML,full_record_model_only,2023,NO2,ST,0.0135432263799339,14
ML,full_record_model_only,2023,NO3,CT,2.64127800285396,14
ML,full_record_model_only,2023,NO3,MT,3.3633805542566457,14
ML,full_record_model_only,2023,NO3,ST,2.6236634597192596,14
ML,full_record_model_only,2023,OP,CT,0.0585610055239641,14
ML,full_record_model_only,2023,OP,MT,0.06794259070458493,14
ML,full_record_model_only,2023,OP,ST,0.0417088434779163,14
ML,full_record_model_only,2023,Se,CT,0.1278514799448062,14
ML,full_record_model_only,2023,Se,MT,0.1312215221175861,14
ML,full_record_model_only,2023,Se,ST,0.0892986489889903,14
ML,full_record_model_only,2023,TDS,CT,365.730610650773,14
ML,full_record_model_only,2023,TDS,MT,542.3755838964385,14
ML,full_record_model_only,2023,TDS,ST,404.0954012599428,14
ML,full_record_model_only,2023,TKN,CT,1.843682767633032,14
ML,full_record_model_only,2023,TKN,MT,2.3293969459183557,14
ML,full_record_model_only,2023,TKN,ST,2.217414215697151,14
ML,full_record_model_only,2023,TN,CT,1.0201296019135497,14
ML,full_record_model_only,2023,TN,MT,1.0886383056140714,14
ML,full_record_model_only,2023,TN,ST,0.8472744630838802,14
ML,full_record_model_only,2023,TP,CT,0.3754781752330263,14
ML,full_record_model_only,2023,TP,MT,0.40803672242609657,14
ML,full_record_model_only,2023,TP,ST,0.2998003331476029,14
ML,full_record_model_only,2023,TSS,CT,579.7757015155787,14
ML,full_record_model_only,2023,TSS,MT,611.9115829998024,14
ML,full_record_model_only,2023,TSS,ST,539.2209090331695,14
ML,full_record_model_only,2024,NH4,CT,0.1532316976759398,8
ML,full_record_model_only,2024,NH4,MT,0.2046626622845072,8
ML,full_record_model_only,2024,NH4,ST,0.2340112246768454,8
ML,full_record_model_only,2024,NO2,CT,0.003099621674688427,8
ML,full_record_model_only,2024,NO2,MT,0.0033630166360681542,8
ML,full_record_model_only,2024,NO2,ST,0.0118550805705754,8
ML,full_record_model_only,2024,NO3,CT,1.7460045371915407,8
ML,full_record_model_only,2024,NO3,MT,2.328917094318646,8
ML,full_record_model_only,2024,NO3,ST,2.5376367030204308,8
ML,full_record_model_only,2024,OP,CT,0.094305115147824,8
ML,full_record_model_only,2024,OP,MT,0.0934157087416628,8
ML,full_record_model_only,2024,OP,ST,0.1462322395240491,8
ML,full_record_model_only,2024,Se,CT,0.0825831658249884,8
ML,full_record_model_only,2024,Se,MT,0.0961399096303662,8
ML,full_record_model_only,2024,Se,ST,0.1314758297333967,8
ML,full_record_model_only,2024,TDS,CT,278.89573466614524,8
ML,full_record_model_only,2024,TDS,MT,403.4574207247825,8
ML,full_record_model_only,2024,TDS,ST,429.26050814890334,8
ML,full_record_model_only,2024,TKN,CT,0.3103948283227546,8
ML,full_record_model_only,2024,TKN,MT,0.4948250386701442,8
ML,full_record_model_only,2024,TKN,ST,0.5911261700420446,8
ML,full_record_model_only,2024,TN,CT,0.5774182706072466,8
ML,full_record_model_only,2024,TN,MT,0.8809798378026696,8
ML,full_record_model_only,2024,TN,ST,1.0024631389239578,8
ML,full_record_model_only,2024,TP,CT,0.2287344015608645,8
ML,full_record_model_only,2024,TP,MT,0.2538384448086919,8
ML,full_record_model_only,2024,TP,ST,0.4399961006904267,8
ML,full_record_model_only,2024,TSS,CT,283.0410856135437,8
ML,full_record_model_only,2024,TSS,MT,311.39852480996973,8
ML,full_record_model_only,2024,TSS,ST,716.7496035410581,8
ML,full_record_model_only,2025,NH4,CT,0.4737022435614719,16
ML,full_record_model_only,2025,NH4,MT,0.5195357953432654,16
ML,full_record_model_only,2025,NH4,ST,0.5278164355172364,16
ML,full_record_model_only,2025,NO2,CT,0.4642098900229949,16
ML,full_record_model_only,2025,NO2,MT,0.5025679255034311,16
ML,full_record_model_only,2025,NO2,ST,0.5453809931486306,16
ML,full_record_model_only,2025,NO3,CT,0.1367861704974401,16
ML,full_record_model_only,2025,NO3,MT,0.1256986711382915,16
ML,full_record_model_only,2025,NO3,ST,0.1426970560874397,16
ML,full_record_model_only,2025,OP,CT,0.113190104159647,16
ML,full_record_model_only,2025,OP,MT,0.1517269208016416,16
ML,full_record_model_only,2025,OP,ST,0.16015650859155442,16
ML,full_record_model_only,2025,Se,CT,0.2072103750023253,16
ML,full_record_model_only,2025,Se,MT,0.2553503976342789,16
ML,full_record_model_only,2025,Se,ST,0.2572600697386895,16
ML,full_record_model_only,2025,TDS,CT,388.5924684899376,16
ML,full_record_model_only,2025,TDS,MT,376.42309957068926,16
ML,full_record_model_only,2025,TDS,ST,424.5054022079262,16
ML,full_record_model_only,2025,TKN,CT,0.4360863323407599,16
ML,full_record_model_only,2025,TKN,MT,0.439168874994715,16
ML,full_record_model_only,2025,TKN,ST,0.3718400329210096,16
ML,full_record_model_only,2025,TN,CT,1.0176763728499023,16
ML,full_record_model_only,2025,TN,MT,1.0375365201089384,16
ML,full_record_model_only,2025,TN,ST,1.1596813863005635,16
