Year,Treatment,Analyte,AnnualLoad_kg,n_physical_events,AnnualLoad_mg,central_estimate_type
2017,MT,TKN,0.33354267380438657,12,333542.6738043866,sum_of_physical_event_point_loads
2017,MT,TN,0.33770410908667237,12,337704.10908667237,sum_of_physical_event_point_loads
2017,MT,TP,0.04104523116648052,12,41045.23116648052,sum_of_physical_event_point_loads
2017,MT,TSP,0.054701980853109455,12,54701.98085310945,sum_of_physical_event_point_loads
2017,MT,TSS,105.22449756111502,12,105224497.56111501,sum_of_physical_event_point_loads
2017,ST,ICP,0.024901892561770295,12,24901.892561770295,sum_of_physical_event_point_loads
2017,ST,NH4,0.02565108764729397,12,25651.08764729397,sum_of_physical_event_point_loads
2017,ST,NO2,0.019404916960273452,12,19404.91696027345,sum_of_physical_event_point_loads
2017,ST,NO3,1.4195838030968202,12,1419583.8030968201,sum_of_physical_event_point_loads
2017,ST,NOx,0.3378963100538163,12,337896.3100538163,sum_of_physical_event_point_loads
2017,ST,NPOC,0.43644350952179045,12,436443.50952179043,sum_of_physical_event_point_loads
2017,ST,OP,0.003089169495853113,12,3089.169495853113,sum_of_physical_event_point_loads
2017,ST,Se,0.007016572189160982,12,7016.572189160982,sum_of_physical_event_point_loads
2017,ST,TDS,0.7548972011284981,12,754897.2011284981,sum_of_physical_event_point_loads
2017,ST,TKN,0.1009639348208887,12,100963.9348208887,sum_of_physical_event_point_loads
2017,ST,TN,0.23953433990312062,12,239534.33990312062,sum_of_physical_event_point_loads
2017,ST,TP,0.025465799606873216,12,25465.799606873217,sum_of_physical_event_point_loads
2017,ST,TSP,0.024987314261017614,12,24987.314261017615,sum_of_physical_event_point_loads
2017,ST,TSS,123.81355791831685,12,123813557.91831684,sum_of_physical_event_point_loads
2018,CT,ICP,0.04648487145254726,10,46484.87145254726,sum_of_physical_event_point_loads
2018,CT,NH4,0.04575389533297829,10,45753.89533297829,sum_of_physical_event_point_loads
2018,CT,NO2,0.06475335910876928,10,64753.359108769284,sum_of_physical_event_point_loads
2018,CT,NO3,0.6165746095549597,10,616574.6095549597,sum_of_physical_event_point_loads
2018,CT,NOx,0.754086582361185,10,754086.582361185,sum_of_physical_event_point_loads
2018,CT,NPOC,0.820515988877408,10,820515.988877408,sum_of_physical_event_point_loads
2018,CT,OP,0.017131024397175936,10,17131.024397175937,sum_of_physical_event_point_loads
2018,CT,Se,0.014199341017394665,10,14199.341017394665,sum_of_physical_event_point_loads
2018,CT,TDS,1.5112227381212848,10,1511222.7381212849,sum_of_physical_event_point_loads
2018,CT,TKN,0.4468100740392419,10,446810.0740392419,sum_of_physical_event_point_loads
2018,CT,TN,0.4240804956644999,10,424080.4956644999,sum_of_physical_event_point_loads
2018,CT,TP,0.0846157894789215,10,84615.78947892149,sum_of_physical_event_point_loads
2018,CT,TSP,0.04462600750143238,10,44626.007501432374,sum_of_physical_event_point_loads
2018,CT,TSS,68.51340831336613,10,68513408.31336613,sum_of_physical_event_point_loads
2018,MT,ICP,0.014574984009450072,10,14574.984009450072,sum_of_physical_event_point_loads
2018,MT,NH4,0.014125724186936943,10,14125.724186936943,sum_of_physical_event_point_loads
2018,MT,NO2,0.043333073458811114,10,43333.073458811115,sum_of_physical_event_point_loads
2018,MT,NO3,0.5223946531633012,10,522394.65316330123,sum_of_physical_event_point_loads
2018,MT,NOx,0.419063242979346,10,419063.242979346,sum_of_physical_event_point_loads
2018,MT,NPOC,0.45436787142497437,10,454367.87142497435,sum_of_physical_event_point_loads
2018,MT,OP,0.0179931415474195,10,17993.1415474195,sum_of_physical_event_point_loads
2018,MT,Se,0.010258891801077882,10,10258.891801077882,sum_of_physical_event_point_loads
2018,MT,TDS,0.8228845304883337,10,822884.5304883337,sum_of_physical_event_point_loads
