Year,Treatment,Analyte,mean,median,low,high,n_draws
2021,CT,Se,58253.85427210718,48121.16624443028,7052.160451698515,162749.86389647645,2000
2021,CT,TKN,292646.39229623205,263953.07034794893,69648.95299417524,660880.9633431387,2000
2021,CT,TP,131958.93942356546,114782.98288349828,25663.735959356276,332438.3884123188,2000
2021,CT,TSS,104929654.66808113,96870982.6079287,29159182.361759268,222474877.814986,2000
2021,MT,NO3,1433476.674418241,1326355.2491059077,445668.0253860809,2963449.0945437113,2000
2021,MT,OP,54952.094081238596,44035.26128662941,6248.837346423041,160815.74818829994,2000
2021,MT,Se,50648.60797317444,42293.265931593545,5318.63671168591,141135.58015268086,2000
2021,MT,TKN,240571.36435379714,211391.4271309351,61930.72248624443,586480.0302628613,2000
2021,MT,TP,116777.7644559264,103188.55987013213,22619.26689268551,296726.12476696697,2000
2021,MT,TSS,73748704.03921051,67867081.46475784,21972263.23633182,158818734.36162978,2000
2021,ST,NO3,2007500.9643057098,1886015.7266478315,701061.3350494575,3940440.208666048,2000
2021,ST,OP,76960.09667466435,66846.11477816169,13021.469186377391,204111.1376798239,2000
2021,ST,Se,75106.29071076558,64152.68952631958,11315.312401364492,191134.1493461377,2000
2021,ST,TKN,307929.55284324393,279977.4944123195,82181.77632241654,665252.5205524995,2000
2021,ST,TP,168466.30472593586,151077.3763770134,38797.76064305738,389895.3889188764,2000
2021,ST,TSS,92678024.77992278,85721604.3798675,31984726.600877743,190765118.32454947,2000
2023,CT,NO2,96706.55016988164,87390.96820801852,21902.36221532412,219496.6554497984,2000
2023,CT,NO3,1061058.5745112805,1011401.7638334685,401890.8843688905,2003240.0903224042,2000
2023,CT,OP,102292.54641650342,93625.77005715738,25628.676753513144,230954.42785488864,2000
2023,CT,TDS,111564588.21859653,105743975.31964955,42957147.244561516,213360867.90011027,2000
2023,CT,TKN,391142.4518123022,346203.0755439899,115537.08946736035,930361.8764967492,2000
2023,CT,TP,352953.6018651515,335222.52635369904,120914.82271554242,697427.0672424828,2000
2023,CT,TSS,143524688.5569976,134562518.41394618,54190837.623857416,275247678.40612346,2000
2023,MT,NO2,99031.2373544249,89655.14354366215,20910.232344656568,226998.87855364857,2000
