Year,Treatment,Analyte,AnnualLoad_kg,n_physical_events,AnnualLoad_mg,central_estimate_type
2014,ST,TKN,0.5062372028326111,10,506237.2028326111,sum_of_physical_event_point_loads
2014,ST,TN,0.5305487507229041,10,530548.7507229041,sum_of_physical_event_point_loads
2014,ST,TP,0.10875366974464015,10,108753.66974464015,sum_of_physical_event_point_loads
2014,ST,TSP,0.039312265818433646,10,39312.26581843365,sum_of_physical_event_point_loads
2014,ST,TSS,84.00035486684091,10,84000354.86684091,sum_of_physical_event_point_loads
2015,CT,ICP,0.031629496514918976,12,31629.496514918974,sum_of_physical_event_point_loads
2015,CT,NH4,0.031060645790426736,12,31060.645790426737,sum_of_physical_event_point_loads
2015,CT,NO2,0.07793053842957778,12,77930.53842957778,sum_of_physical_event_point_loads
2015,CT,NO3,2.011767586077654,12,2011767.5860776538,sum_of_physical_event_point_loads
2015,CT,NOx,0.9512643241456817,12,951264.3241456817,sum_of_physical_event_point_loads
2015,CT,NPOC,1.2078172638519955,12,1207817.2638519956,sum_of_physical_event_point_loads
2015,CT,OP,0.04189562319819474,12,41895.623198194735,sum_of_physical_event_point_loads
2015,CT,Se,0.04514632545448166,12,45146.32545448166,sum_of_physical_event_point_loads
2015,CT,TDS,1.8988475950936616,12,1898847.5950936617,sum_of_physical_event_point_loads
2015,CT,TKN,0.3367432888877207,12,336743.28888772073,sum_of_physical_event_point_loads
2015,CT,TN,2.136095790264701,12,2136095.790264701,sum_of_physical_event_point_loads
2015,CT,TP,0.21279019737630872,12,212790.19737630873,sum_of_physical_event_point_loads
2015,CT,TSP,0.01960666782068426,12,19606.667820684263,sum_of_physical_event_point_loads
2015,CT,TSS,243.46561064508654,12,243465610.64508656,sum_of_physical_event_point_loads
2015,MT,ICP,0.010088954266505683,12,10088.954266505683,sum_of_physical_event_point_loads
2015,MT,NH4,0.013183664362149256,12,13183.664362149257,sum_of_physical_event_point_loads
2015,MT,NO2,0.021581397727837945,12,21581.397727837946,sum_of_physical_event_point_loads
2015,MT,NO3,0.7791129641526588,12,779112.9641526588,sum_of_physical_event_point_loads
2015,MT,NOx,0.23715778495750636,12,237157.78495750637,sum_of_physical_event_point_loads
2015,MT,NPOC,0.3128193972193376,12,312819.3972193376,sum_of_physical_event_point_loads
2015,MT,OP,0.009635133502070138,12,9635.133502070137,sum_of_physical_event_point_loads
2015,MT,Se,0.011799904996078074,12,11799.904996078074,sum_of_physical_event_point_loads
2015,MT,TDS,0.46461645966168086,12,464616.45966168086,sum_of_physical_event_point_loads
2015,MT,TKN,0.0537040754404359,12,53704.0754404359,sum_of_physical_event_point_loads
2015,MT,TN,0.824137097849351,12,824137.097849351,sum_of_physical_event_point_loads
2015,MT,TP,0.0374666258212487,12,37466.6258212487,sum_of_physical_event_point_loads
2015,MT,TSP,0.007479138474466846,12,7479.138474466846,sum_of_physical_event_point_loads
2015,MT,TSS,23.228784219891956,12,23228784.219891958,sum_of_physical_event_point_loads
2015,ST,ICP,0.005368091293144146,12,5368.091293144146,sum_of_physical_event_point_loads
2015,ST,NH4,0.009503401018246808,12,9503.401018246808,sum_of_physical_event_point_loads
2015,ST,NO2,0.020945432064087003,12,20945.432064087003,sum_of_physical_event_point_loads
2015,ST,NO3,0.8921851234327974,12,892185.1234327974,sum_of_physical_event_point_loads
2015,ST,NOx,0.25365711610116226,12,253657.11610116228,sum_of_physical_event_point_loads
2015,ST,NPOC,0.3358914899201329,12,335891.4899201329,sum_of_physical_event_point_loads
2015,ST,OP,0.0063604171240663225,12,6360.417124066323,sum_of_physical_event_point_loads
2015,ST,Se,0.008957661060256495,12,8957.661060256494,sum_of_physical_event_point_loads
2015,ST,TDS,0.4723837538057732,12,472383.7538057732,sum_of_physical_event_point_loads
2015,ST,TKN,0.0541871682836718,12,54187.1682836718,sum_of_physical_event_point_loads
2015,ST,TN,0.8933022745744978,12,893302.2745744978,sum_of_physical_event_point_loads
2015,ST,TP,0.03571418763126306,12,35714.187631263056,sum_of_physical_event_point_loads
2015,ST,TSP,0.004192793975489132,12,4192.793975489132,sum_of_physical_event_point_loads
2015,ST,TSS,14.47956371919028,12,14479563.719190279,sum_of_physical_event_point_loads
2016,CT,ICP,0.0015380442488695995,4,1538.0442488695996,sum_of_physical_event_point_loads
2016,CT,NH4,0.01494731897025185,4,14947.31897025185,sum_of_physical_event_point_loads
2016,CT,NO2,0.002763205920768999,4,2763.205920768999,sum_of_physical_event_point_loads
2016,CT,NO3,0.5226208942365521,4,522620.8942365521,sum_of_physical_event_point_loads
2016,CT,NOx,0.21986953695875555,4,219869.53695875555,sum_of_physical_event_point_loads
2016,CT,NPOC,0.6301950446204174,4,630195.0446204174,sum_of_physical_event_point_loads
2016,CT,OP,0.0034507720105008085,4,3450.7720105008084,sum_of_physical_event_point_loads
2016,CT,Se,0.0013989618756185141,4,1398.9618756185141,sum_of_physical_event_point_loads
2016,CT,TDS,0.5776230570524841,4,577623.057052484,sum_of_physical_event_point_loads
2016,CT,TKN,0.020713016344212395,4,20713.016344212396,sum_of_physical_event_point_loads
2016,CT,TN,0.4879795161597431,4,487979.5161597431,sum_of_physical_event_point_loads
2016,CT,TP,0.008278642355707227,4,8278.642355707227,sum_of_physical_event_point_loads
2016,CT,TSP,0.001365061515649047,4,1365.061515649047,sum_of_physical_event_point_loads
2016,CT,TSS,83.53541629110072,4,83535416.29110071,sum_of_physical_event_point_loads
2016,MT,ICP,3.6336307356199905e-05,4,36.3363073561999,sum_of_physical_event_point_loads
2016,MT,NH4,0.004043303072688439,4,4043.3030726884394,sum_of_physical_event_point_loads
2016,MT,NO2,0.000964584854883043,4,964.584854883043,sum_of_physical_event_point_loads
2016,MT,NO3,0.16767584821807235,4,167675.84821807235,sum_of_physical_event_point_loads
2016,MT,NOx,0.0576799068,4,57679.9068,sum_of_physical_event_point_loads
2016,MT,NPOC,0.21024836373742856,4,210248.36373742856,sum_of_physical_event_point_loads
2016,MT,OP,0.0012636491216624622,4,1263.6491216624622,sum_of_physical_event_point_loads
2016,MT,Se,0.0,4,0.0,sum_of_physical_event_point_loads
2016,MT,TDS,0.12091831456103547,4,120918.31456103547,sum_of_physical_event_point_loads
2016,MT,TKN,0.0029979213565214926,4,2997.9213565214927,sum_of_physical_event_point_loads
2016,MT,TN,0.15873100153921185,4,158731.00153921187,sum_of_physical_event_point_loads
2016,MT,TP,0.0014711135425975873,4,1471.1135425975874,sum_of_physical_event_point_loads
2016,MT,TSP,0.00035441576259077006,4,354.41576259077004,sum_of_physical_event_point_loads
2016,MT,TSS,8.475141026809588,4,8475141.026809588,sum_of_physical_event_point_loads
2016,ST,ICP,0.0,4,0.0,sum_of_physical_event_point_loads
2016,ST,NH4,0.008484681097196661,4,8484.68109719666,sum_of_physical_event_point_loads
