PhysicalEventID,Analyte,Year,Treatment,Observed_mg_L,n_source_observations,Method,Modeled_mg_L,central_estimate_type,resolution
PE_79ea2eb78bef48e2d163,TP,2025,CT,1.925,4,Bayes,1.479247850745364,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_85771b5590cb80ee80b1,TP,2025,CT,2.9,4,Bayes,2.163394760279522,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_92e7ac2243498d97f3e0,TP,2025,CT,1.3900000000000001,4,Bayes,1.205841364460174,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_961b16815e7ba5016bdb,TP,2025,CT,3.34,4,Bayes,1.8948641711562488,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_bd4a80359ce1de5f5729,TP,2025,CT,1.5675,4,Bayes,1.431370267512257,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_ef5b618a3b1b8ffbd8e4,TP,2025,CT,0.895,4,Bayes,0.3053284192169984,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_2314eec6a45e0be9e203,TP,2025,MT,0.3435,4,Bayes,0.2342386659362995,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_39c8810e26ab4ca7933c,TP,2025,MT,7.08,4,Bayes,7.313150137615876,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_676050582c291c72204b,TP,2025,MT,0.181,4,Bayes,0.0,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_6c85627a623e6c9dfbb4,TP,2025,MT,12.200000000000001,4,Bayes,7.644336435355587,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_7d221972180d28e4f760,TP,2025,MT,0.5625,4,Bayes,1.6347741838598155,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_a033c0958b5b88a75684,TP,2025,MT,0.9725,4,Bayes,1.383387462006069,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_a36448d6fe89c398bac0,TP,2025,MT,0.3065,4,Bayes,0.0522589119054979,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_c1edec673d6e55fe03b0,TP,2025,MT,0.44699999999999995,4,Bayes,0.0722498470957688,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_c63b91d3075e6834f32e,TP,2025,MT,9.084999999999999,4,Bayes,7.655296271586216,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_e6892c1c4df9f9956548,TP,2025,MT,3.1399999999999997,4,Bayes,2.4777523335652942,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_f2544036a8cdc2b562ca,TP,2025,MT,4.625,4,Bayes,3.5487215607088283,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_ff8985d7bd1f94902d4e,TP,2025,MT,0.6975,4,Bayes,0.4681948149057027,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_0373cedd6c6b07cdac38,TP,2025,ST,2.745,4,Bayes,2.8671136504150647,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_0c2d197a5610b0bbb10e,TP,2025,ST,0.71,4,Bayes,0.504839587547721,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_2000666922e9baf4491a,TP,2025,ST,2.16,4,Bayes,1.1472538394082137,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_326f1ee42ddcd2cd3c31,TP,2025,ST,4.145,4,Bayes,3.933867739359018,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_33b48c45a8f1d7ee984a,TP,2025,ST,0.35250000000000004,4,Bayes,0.0337436751889939,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_44d1a7f433fe780ac78b,TP,2025,ST,4.45,4,Bayes,3.830267324516728,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_55ff1c1f21eee62bac5f,TP,2025,ST,3.8449999999999998,4,Bayes,2.457814557292717,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_69bf4666a40285ef26b8,TP,2025,ST,2.35,4,Bayes,1.9570936695575532,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_6db16cd7a8da79e5651d,TP,2025,ST,0.7124999999999999,4,Bayes,0.6311573931118566,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_744bc567dc348be5d05b,TP,2025,ST,1.32,4,Bayes,0.5700989620997164,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_76eec8ae39fe2d6f5031,TP,2025,ST,4.055,4,Bayes,3.232478869500528,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_a873c6f206750ebc6cd1,TP,2025,ST,0.6275,4,Bayes,0.9380111335785336,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_35e13c2714d6ea95f5d3,TP,2011,CT,2.788,1,ML,1.6083078881624622,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_57effa7ea94a4868513b,TP,2011,CT,1.833,1,ML,1.637346348779594,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_7ab5d22c48132f848099,TP,2011,CT,3.337,1,ML,1.384254605530706,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_8372856d847ab29e3d55,TP,2011,CT,1.431,1,ML,1.4434241868660451,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_9b06b2640ba03d9fa7c4,TP,2011,CT,3.02,1,ML,1.855234082929507,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_9e155a06de6d2a36ed95,TP,2011,CT,2.593,1,ML,1.2320881287503649,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_2aaba42888d07cb12d22,TP,2011,MT,1.917,1,ML,1.1509493673246047,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_49484da33f0ea698b83b,TP,2011,MT,2.363,1,ML,1.3339849286457746,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_60f1a6212ff620019a30,TP,2011,MT,1.556,1,ML,1.2140366146177404,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_63934b6278a65a8216b9,TP,2011,MT,1.848,1,ML,1.33465880922512,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_883a7658077d89fcf49d,TP,2011,MT,1.09,1,ML,0.9648899932237291,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bf4999981e8b30465343,TP,2011,MT,1.543,1,ML,1.4406424055230196,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_556f24afddcf35c92237,TP,2011,ST,0.818,1,ML,0.7778344091528426,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_95d3b43c79b8bf669652,TP,2011,ST,0.794,1,ML,0.851850516928391,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_b29e09cdb7f952a1cdb0,TP,2011,ST,1.261,1,ML,1.1156792948063026,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bbf4e95c02e1591047b4,TP,2011,ST,2.181,1,ML,1.809118742671613,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e7adc6803f9ae278362b,TP,2011,ST,0.9,1,ML,1.0698435742737011,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f5556b234e32459fa7a2,TP,2011,ST,1.643,1,ML,1.5074384889990928,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0d403a1dbd25bf378957,TP,2012,CT,1.136,1,ML,1.2365770671042395,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_42eb29bd3d8b55596b0d,TP,2012,CT,1.81,1,ML,1.599519631433378,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_8926ae228cc15db54f23,TP,2012,CT,2.297,1,ML,2.011066236527609,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_93fc10203fe8e4c919ea,TP,2012,CT,3.193,1,ML,2.158236186547968,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_964f9e60ef2ea5038dae,TP,2012,CT,3.87,1,ML,1.4619490030163074,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_980f4b8e6c4ad4f916f0,TP,2012,CT,2.105,1,ML,1.112633796851671,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_9990eb3a8c35bbfe0d52,TP,2012,CT,1.707,1,ML,1.9036876052049652,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c022cac1f55e539686af,TP,2012,CT,0.188,1,ML,0.3186553567155125,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_cbed8a7088e045d7b553,TP,2012,CT,2.858,1,ML,2.2132264875735794,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_df9469438e8cb790e7af,TP,2012,CT,0.089,1,ML,0.3467824077295195,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_01ea2f88880fff50efcb,TP,2012,MT,0.194,1,ML,0.5368975920080494,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_04c02bec0f0f9a370498,TP,2012,MT,1.0,1,ML,1.2842629180338223,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_084268df6eb9d4246043,TP,2012,MT,1.312,1,ML,0.8682560624406725,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_5d3101462bb3db890b29,TP,2012,MT,2.523,1,ML,1.9501413298782493,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_681443548ef078be38f1,TP,2012,MT,1.202,1,ML,1.232266792762022,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_860b95b364b2c2e3a6b5,TP,2012,MT,1.27,1,ML,1.7744474144136202,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_8b5564238c223d972525,TP,2012,MT,2.573,1,ML,2.325766377118476,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_8dd5bcb659f488a967c1,TP,2012,MT,4.1,1,ML,2.540927418925008,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bdf17111cc35249ef7aa,TP,2012,MT,0.212,1,ML,0.4662218120264098,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f18d62b04bf4f3a25d7e,TP,2012,MT,1.747,1,ML,1.2614755918595284,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_248d74790d081f1ad247,TP,2012,ST,2.3,1,ML,1.966987125674779,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_3b419c0bdb22b2b7c315,TP,2012,ST,1.383,1,ML,1.2093364448444364,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_649006527ce5d1d1ff1f,TP,2012,ST,1.67,1,ML,2.2076841971135983,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_6c101e1953c53808bd4e,TP,2012,ST,4.813,1,ML,2.3682293195389774,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a828a4cd4628108e4701,TP,2012,ST,0.96,1,ML,1.1235506594009412,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bf44e09ffc415b58c4a0,TP,2012,ST,0.758,1,ML,1.1390143809825322,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_cc5627c91253785c0d98,TP,2012,ST,0.932,1,ML,0.9479224248349436,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e54a1b2fb0b2d2f3c583,TP,2012,ST,2.113,1,ML,1.966403609407377,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0609bb3a38fc48d18c44,TP,2013,CT,0.115,1,ML,0.2477770490639171,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_06846811b2896d804676,TP,2013,CT,0.371,1,ML,0.4297784534122473,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_2e9d58711c9824497c11,TP,2013,CT,1.703,1,ML,0.4523875637130781,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_7dbc678d30fda2bb0d2c,TP,2013,CT,0.213,1,ML,0.3286745705469114,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a814ea72d8a79e5ce612,TP,2013,CT,1.591,1,ML,0.899344762209173,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_dc649077fd49ff457e31,TP,2013,CT,0.157,1,ML,0.3346879067775394,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_113a8b8781b7a42b7a0c,TP,2013,MT,0.624,1,ML,0.5153739008359013,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_12cbc4a228ce581574f5,TP,2013,MT,0.656,1,ML,0.4875955965833782,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_1bd1f8a68c1dc49b3965,TP,2013,MT,0.374,1,ML,0.3927591026765886,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_262bcdadb146dac989ae,TP,2013,MT,0.791,1,ML,0.7227115210326913,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_99b3a7e1248efb280745,TP,2013,MT,0.148,1,ML,0.3327213917004283,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e9b4025c029d683e1a32,TP,2013,MT,0.914,1,ML,0.4965946117022692,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_06463f55c291ea1d15a9,TP,2013,ST,0.157,1,ML,0.3873850166775349,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_2b1a26b26247f7aaf591,TP,2013,ST,1.514,1,ML,0.6845760166595154,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_3a1f801f634bfe189584,TP,2013,ST,0.17,1,ML,0.2836034806865692,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_4ba63451b7dc89c0a556,TP,2013,ST,0.107,1,ML,0.4321042886380818,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_b7ff1c1774876e409c04,TP,2013,ST,0.151,1,ML,0.2372090003898026,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f7fa36feaba1a3684ccf,TP,2013,ST,0.055,1,ML,0.2214919976433523,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0c873ebca68f220b5575,TP,2014,CT,0.9430000000000001,4,ML,0.9330010796759765,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0f2c1b5db3c1949d1f74,TP,2014,CT,0.8565,4,ML,0.9093313844067804,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0f6804c5fdc4da7fb4f7,TP,2014,CT,1.685,4,ML,1.583044380339469,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_4c80e607422dec97f0c9,TP,2014,CT,0.6399999999999999,2,ML,0.8529945076449903,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e1f06f083d001c899062,TP,2014,CT,1.2185,4,ML,1.2640272132565729,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e4c541913dac4c0bca3d,TP,2014,CT,1.23,1,ML,1.132959426402979,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_214aa9017327a70f135f,TP,2014,MT,1.675,2,ML,1.2848470456297805,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_28a3ad7db7957a75e475,TP,2014,MT,0.8,1,ML,1.0479352401932331,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_909a6e90f2a2fb0ccb86,TP,2014,MT,0.84,1,ML,0.9169235042435796,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c29031fe1d291910e835,TP,2014,MT,1.0899999999999999,2,ML,1.154784939611481,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_5d5cb3edcd99b5be75e6,TP,2014,ST,0.35,1,ML,0.797249799113433,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_99c4e1053e4376d0bed3,TP,2014,ST,0.7144999999999999,4,ML,0.6485638825977508,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_be3da0eafc673da18d92,TP,2014,ST,0.3,1,ML,0.7866707295238172,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_d1afac04920a2ee5af17,TP,2014,ST,1.7200000000000002,4,ML,1.0190473686817678,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e5b7650f3b7e52f1a1bf,TP,2014,ST,1.375,4,ML,1.2705088444243045,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e6f216bc2af9baf87adb,TP,2014,ST,0.89,4,ML,1.2972894285432706,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_003510690d55f2e080ab,TP,2015,CT,2.083,1,ML,0.9310583383826084,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_01dfb8394999c3a08b1b,TP,2015,CT,1.066,1,ML,0.8917715894253968,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_1994b95c4c5d89d54441,TP,2015,CT,0.941,1,ML,0.8743962250657016,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_1ad2a48558b8c9cdf0bb,TP,2015,CT,0.837,1,ML,0.6880431426891941,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_38f43e287ee7d1f916e4,TP,2015,CT,0.0,1,ML,0.5363239793850277,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_42feb90a12eb2a1656cd,TP,2015,CT,2.191,1,ML,0.7254461321800321,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_63a5c105af28ea9f75a7,TP,2015,CT,0.305,1,ML,0.5134830319703274,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_9a36752b43ad5983930a,TP,2015,CT,1.336,1,ML,1.0181112108918082,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_b307adedb4f140b2f276,TP,2015,CT,1.529,1,ML,0.7779279921537253,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_eba40b08b5ce69421768,TP,2015,CT,1.181,1,ML,0.8687652169178346,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_ece5ee3d9a47f8a4b70b,TP,2015,CT,3.046,1,ML,0.9667656192479254,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_effd37ee189df750ad5a,TP,2015,CT,0.438,1,ML,0.490819547749702,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_078b8edebaf25b47ca9c,TP,2015,MT,0.164,1,ML,0.3457750983732651,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_09a938930ab837ebeb36,TP,2015,MT,0.289,1,ML,0.3700765563374134,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0e378dd2a91d7df1a7a9,TP,2015,MT,0.014,1,ML,0.0792476987817953,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_4ebf629c5dd531a50c12,TP,2015,MT,0.496,1,ML,0.3179052337417492,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_61227cf97dd057e6375a,TP,2015,MT,0.205,1,ML,0.1858812883588412,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_74dfc686b20e794d29d3,TP,2015,MT,0.525,1,ML,0.3299461254098115,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_9f67556e2848ccb24a85,TP,2015,MT,0.378,1,ML,0.3122101871891869,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a98d09332522adfe618b,TP,2015,MT,0.212,1,ML,0.2859056421593525,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bd8c84ec329021438849,TP,2015,MT,0.536,1,ML,0.4016708289723197,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bf6fc540566653c363a5,TP,2015,MT,0.705,1,ML,0.3791115472084011,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f28eca55841e3590b19f,TP,2015,MT,0.29,1,ML,0.3831627583779972,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_fc35961bbf4775b1838e,TP,2015,MT,0.194,1,ML,0.2814502998073943,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_27068e46a99396e37068,TP,2015,ST,0.231,1,ML,0.2933336661506854,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_2bc636c51bdfedd7a673,TP,2015,ST,0.191,1,ML,0.197414546668901,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_61cbb9676a953528de2c,TP,2015,ST,0.422,1,ML,0.2683127111814326,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_64548a06be4bb873cda0,TP,2015,ST,0.201,1,ML,0.2196785277944807,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_72bbe667892a258fbed0,TP,2015,ST,0.27,1,ML,0.319058370476727,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_8b715eebc00f1d87b8e3,TP,2015,ST,0.0,1,ML,0.2628787004100464,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_982e6a4e7c9174d09a3c,TP,2015,ST,0.278,1,ML,0.3497373973120964,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_ab750944465b3b03a5ec,TP,2015,ST,0.226,1,ML,0.2309159232523688,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c173a335fbc6a1794117,TP,2015,ST,0.232,1,ML,0.3504833602378495,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e9d0921860cc7c87fefe,TP,2015,ST,0.248,1,ML,0.212266715948057,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_ef16b92ac44718ed6fbe,TP,2015,ST,0.224,1,ML,0.2256362508545081,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f98814c17b9da4b10046,TP,2015,ST,0.11,1,ML,0.2509195484156868,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_571c968894d925b12ac7,TP,2016,CT,0.047999999999999994,2,ML,0.1530786999927366,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_796a63125680b03b1a47,TP,2016,CT,0.018000000000000002,2,ML,0.0937019638283805,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_962807ecf486db3c765b,TP,2016,CT,0.002,2,ML,0.024326540957122,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_cf4508303fbec7c40fe5,TP,2016,CT,0.005,2,ML,0.1033251007617298,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_06726b0bbd436c0f2638,TP,2016,MT,0.012,2,ML,0.0689059020565867,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_1d9fa89274a5507fb9c3,TP,2016,MT,0.008,2,ML,0.0474557993854586,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_2836684cbc95d298d128,TP,2016,MT,0.1905,2,ML,0.0803673130010275,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e91aef82d1d0158c64de,TP,2016,MT,0.0085,2,ML,0.0122804471875166,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_245bc6dafec7fe277df3,TP,2016,ST,0.014,2,ML,0.004967450916221,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_518a902e850a37a6e1f7,TP,2016,ST,0.008,2,ML,0.0634758578714959,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_7b17489d08fa900cd025,TP,2016,ST,0.028499999999999998,2,ML,0.0057605943763355,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_ed07163240c41f058ff7,TP,2016,ST,0.005,2,ML,0.0599245630665812,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0db94b33091790ae448c,TP,2017,CT,0.2,3,ML,0.1939896103136487,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_1286406ef8d51ffa7b89,TP,2017,CT,0.0,1,ML,0.4017104572848385,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_20fd7645e8886a1975a0,TP,2017,CT,0.52,1,ML,0.4367993003681283,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_31bb29072ce592a58136,TP,2017,CT,0.345,2,ML,0.586506598735872,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_4a45291481f1020c04f7,TP,2017,CT,0.185,2,ML,0.2771121940020403,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a249f721c9cded6ed477,TP,2017,CT,0.31,3,ML,0.3446354410020024,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a86f0dd73b63a18791b9,TP,2017,CT,0.21,3,ML,0.2579536460183281,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c0e9a65e116d987d3dfe,TP,2017,CT,0.22499999999999998,2,ML,0.2699365647255642,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c67a9e43f22b05bb8d70,TP,2017,CT,0.355,2,ML,0.3736413059355545,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c6a22d9daf9658c76f8d,TP,2017,CT,0.22,2,ML,0.2978793098693953,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c7e10f3a52f813c6a07a,TP,2017,CT,0.20500000000000002,2,ML,0.2126385857739544,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f0acae9004db30c9f89b,TP,2017,CT,0.37,1,ML,0.418730795104647,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_01ef9362ba3276afc3a9,TP,2017,MT,0.21000000000000002,2,ML,0.2372725144260729,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0d069e1b4f6cd76df6ac,TP,2017,MT,0.13,1,ML,0.3082075883305968,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_283a79a4d7e1d99ea45c,TP,2017,MT,0.14,1,ML,0.2442516095197451,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_3712d644db8e7505fd90,TP,2017,MT,0.14500000000000002,2,ML,0.1694639912095003,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
