PhysicalEventID,Analyte,Year,Treatment,Observed_mg_L,n_source_observations,Method,Modeled_mg_L,central_estimate_type,resolution
PE_afa287a09ff3e5bab631,NO3,2022,MT,5.9,3,ML,6.190667753192299,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_d41d88e8b515629ab69d,NO3,2022,MT,8.26,1,ML,7.065264472120393,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f0406a7690a0e8ef2920,NO3,2022,MT,6.65,2,ML,6.888711708988955,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0656666c2b33c1a71dfc,NO3,2022,ST,6.0,3,ML,5.971585775336997,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_230aa97120550e292bc7,NO3,2022,ST,6.5,2,ML,6.517639933176788,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_3eefa2d11be77738359b,NO3,2022,ST,6.3,3,ML,6.152140799879328,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_425f14902ee81a16cfeb,NO3,2022,ST,7.4,1,ML,7.061896832314467,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_510406c16da87dd620cb,NO3,2022,ST,9.85,2,ML,7.780832314819731,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_70d3cc17c47edebe68ad,NO3,2022,ST,7.45,2,ML,7.423924203748225,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_7cf61966fec7c7b6adc5,NO3,2022,ST,6.25,2,ML,6.686924872002984,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_901ccaf6a3ac1105504f,NO3,2022,ST,7.55,2,ML,7.371199638052605,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_99ec6d6affe898b0e8d2,NO3,2022,ST,8.49,1,ML,6.974691218415301,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a8630556d08f6cec7f6a,NO3,2022,ST,5.9,3,ML,5.926488783338994,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_ceb9c23bc0db5be24388,NO3,2022,ST,6.3,3,ML,5.936539754259568,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_d47080104483a2906848,NO3,2022,ST,6.7,3,ML,6.908423384402828,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_dc25029fed7bf1b276c5,NO3,2022,ST,6.8,3,ML,6.797693914637973,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_1607bd85c5b858754283,NO3,2023,CT,3.145,4,ML,3.4300545054408067,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_17f8630aaa6312f3912a,NO3,2023,CT,9.605,4,ML,9.37178919707192,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_21ef5b6342274d9e3203,NO3,2023,CT,3.27,4,ML,3.094531649210664,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_222b0b4beba254c530d7,NO3,2023,CT,8.71,3,ML,8.817579974562499,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_577d295e76e129c37688,NO3,2023,CT,8.59,4,ML,8.560459759552089,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_5bf168b414e63b4f63f3,NO3,2023,CT,8.53,5,ML,8.421807125615086,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_7131d35e8cd02b882d26,NO3,2023,CT,8.8,4,ML,9.33089140972179,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_8474551aa700ba7170c1,NO3,2023,CT,0.808,1,ML,2.154167697045044,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bf4d5c43e21a82c51f4f,NO3,2023,CT,9.045,4,ML,9.042367847763083,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_ee0d84028e7204c9f8b6,NO3,2023,CT,7.42,4,ML,7.094774047532422,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f071df1dfa8de45515c1,NO3,2023,CT,4.18,1,ML,2.681870681394976,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f7a5e5b2a4c1c3239774,NO3,2023,CT,7.51,4,ML,7.425219417206543,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_199b5b7c1aaa1098c691,NO3,2023,MT,9.56,1,ML,2.5510137659017924,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_23621b170748f0fc60c2,NO3,2023,MT,8.605,4,ML,9.18384981152686,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_248493668060338e72e6,NO3,2023,MT,8.82,5,ML,9.18324797998714,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_3694e2f2ef6dd2e8480f,NO3,2023,MT,0.438,1,ML,0.9272696927937578,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_7751232195de561530b0,NO3,2023,MT,10.04,4,ML,10.118705284588025,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_8d90127b55de039c6ab7,NO3,2023,MT,8.69,5,ML,9.665013075070972,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_9d88eac30a91208d302b,NO3,2023,MT,3.09,4,ML,2.925615518663668,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a5dd6f772a1d2e7d821c,NO3,2023,MT,3.125,6,ML,3.085571312731968,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_acc7ee117e759ece44f9,NO3,2023,MT,7.43,5,ML,6.601126268804845,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_b6fd60d10e559978199b,NO3,2023,MT,7.42,5,ML,7.002937646484433,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bf74455b1a7c48461768,NO3,2023,MT,8.93,3,ML,8.790026398754271,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c4acde3ff39ca34f7f1d,NO3,2023,MT,9.365,4,ML,9.462015124735998,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_68d44a8c5ee2992c2c36,NO3,2023,ST,8.594999999999999,4,ML,9.58532006736947,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_6f90d69c4aa146a04e18,NO3,2023,ST,1.37,1,ML,2.0375618435913605,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_78a0e5a12037218db30c,NO3,2023,ST,9.7,5,ML,9.889206638514002,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_8a47f8b2785e361a0f5c,NO3,2023,ST,8.780000000000001,4,ML,9.23715111330062,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_8f51b688686d8bdc2f79,NO3,2023,ST,8.71,4,ML,9.45058887891462,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_ada3010827131318b4a5,NO3,2023,ST,7.48,4,ML,7.018014716239651,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bca2b67b03840bac2206,NO3,2023,ST,7.41,4,ML,6.949304432471909,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c6f4076701513ce44077,NO3,2023,ST,1.9,1,ML,1.7402401896396134,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c9875bdbbfec951204a7,NO3,2023,ST,9.0,4,ML,9.480375187994614,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_d0ce0a7aa7e876660808,NO3,2023,ST,3.0599999999999996,4,ML,2.881498258976438,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_dbd728d03c1d5af8f0ef,NO3,2023,ST,0.485,1,ML,0.9362302708567556,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e29fdc102c9f799e8e4f,NO3,2023,ST,3.09,4,ML,3.053853844069728,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_fc1529c70189a30552dd,NO3,2023,ST,8.635,4,ML,9.277357894007158,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_3a4478840ec05680e176,NO3,2024,CT,0.21550000000000002,4,ML,0.2694900627978269,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_828e337f2a8b9a9634d7,NO3,2024,CT,8.88,4,ML,8.248868246387666,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_87d4115bb68391b10daf,NO3,2024,CT,0.195,4,ML,0.2249506171526133,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a354768a3ad269a40a28,NO3,2024,CT,9.105,4,ML,8.402437572295398,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_add35a9103c77e144288,NO3,2024,CT,8.77,4,ML,8.604521520556041,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_dd4d0ea35e35c329e9d8,NO3,2024,CT,8.91,4,ML,8.640580458741987,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e01f96101de9649fe0a8,NO3,2024,CT,8.995000000000001,2,ML,9.010455033607784,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f96a427e92fb0d6cf251,NO3,2024,CT,8.809999999999999,4,ML,8.88007048836992,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_02b42436b7981ca07571,NO3,2024,MT,0.2155,4,ML,0.1393186019485799,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_7a793bda6ecab836d590,NO3,2024,MT,0.214,3,ML,0.2244453604734141,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_ba059ebbc29b11d1a3be,NO3,2024,MT,9.055,4,ML,8.896557263817542,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c488be01d5dbff565ef0,NO3,2024,MT,8.905000000000001,4,ML,8.369745807295981,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c918bf0b868668efb5e3,NO3,2024,MT,8.83,4,ML,8.229202518195542,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_cc030c89ee5b8a7462b6,NO3,2024,MT,8.695,4,ML,8.637472176643417,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_d0a561512025e1d2770d,NO3,2024,MT,8.855,4,ML,8.493888711668163,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e582d3221277d02f35d9,NO3,2024,MT,8.7,4,ML,8.904696080707385,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_00b38906ec1907c7d0dc,NO3,2024,ST,0.2345,4,ML,0.3955273647945169,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_30f71765b192fa672ac6,NO3,2024,ST,8.995000000000001,4,ML,9.22225742367283,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_47021952abc7ade62c23,NO3,2024,ST,8.895,4,ML,9.529278778262146,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_6dfbf6a0b565de5536dd,NO3,2024,ST,8.754999999999999,4,ML,9.586689022830528,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_d36d20c6bc7c067588be,NO3,2024,ST,0.212,3,ML,0.2891434062707285,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_dd553617c7d118d29861,NO3,2024,ST,8.809999999999999,4,ML,8.837455434145303,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f0055d0fbf3bb2c0c279,NO3,2024,ST,8.885,4,ML,9.467213164983534,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f6579064c70952c33aa8,NO3,2024,ST,9.035,4,ML,9.621884298687164,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_01024210b88310ac1815,NO3,2025,CT,0.135,4,ML,0.1031806125469387,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_30d8eee773ba85ed7ec9,NO3,2025,CT,0.1985,4,ML,0.0845070619837676,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_41cebec90b66f3ef63c2,NO3,2025,CT,0.143,3,ML,0.1651983580169455,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_5c35b22fc4eba02df28c,NO3,2025,CT,0.115,4,ML,0.2395065125436235,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_72b83136bc50254a55a6,NO3,2025,CT,0.14600000000000002,4,ML,0.108706705940282,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_73a092189bd19f7de823,NO3,2025,CT,0.127,4,ML,0.1880268509513844,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_79ea2eb78bef48e2d163,NO3,2025,CT,0.1105,4,ML,0.2053044735030448,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_85771b5590cb80ee80b1,NO3,2025,CT,0.1285,4,ML,0.2141428325750787,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_92e7ac2243498d97f3e0,NO3,2025,CT,0.0615,4,ML,0.0984024637621129,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_961b16815e7ba5016bdb,NO3,2025,CT,0.138,4,ML,0.1113690385353174,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_bd4a80359ce1de5f5729,NO3,2025,CT,0.1555,4,ML,0.1370917701350115,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_ef5b618a3b1b8ffbd8e4,NO3,2025,CT,0.1205,4,ML,0.1138315644339476,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_2314eec6a45e0be9e203,NO3,2025,MT,0.164,4,ML,0.1047776641205541,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_39c8810e26ab4ca7933c,NO3,2025,MT,0.1975,4,ML,0.0824695279415081,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_676050582c291c72204b,NO3,2025,MT,0.1445,4,ML,0.1003920914639332,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_6c85627a623e6c9dfbb4,NO3,2025,MT,0.1855,4,ML,0.2100401739065982,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_7d221972180d28e4f760,NO3,2025,MT,0.15949999999999998,4,ML,0.1256958854255162,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a033c0958b5b88a75684,NO3,2025,MT,0.1305,4,ML,0.0367289936300257,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a36448d6fe89c398bac0,NO3,2025,MT,0.131,4,ML,0.1278616484192142,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c1edec673d6e55fe03b0,NO3,2025,MT,0.126,4,ML,0.0931115034489208,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_c63b91d3075e6834f32e,NO3,2025,MT,0.432,4,ML,0.2660643424112626,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_e6892c1c4df9f9956548,NO3,2025,MT,0.383,4,ML,0.3235326245747414,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_f2544036a8cdc2b562ca,NO3,2025,MT,0.178,4,ML,0.1283025807045236,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_ff8985d7bd1f94902d4e,NO3,2025,MT,0.1235,4,ML,0.0990284880377091,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0373cedd6c6b07cdac38,NO3,2025,ST,0.14700000000000002,4,ML,0.031579156049725,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_0c2d197a5610b0bbb10e,NO3,2025,ST,0.14150000000000001,4,ML,0.1864709013363595,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_2000666922e9baf4491a,NO3,2025,ST,0.1405,4,ML,0.1739669737782057,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_326f1ee42ddcd2cd3c31,NO3,2025,ST,0.2195,4,ML,0.3111543471461372,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_33b48c45a8f1d7ee984a,NO3,2025,ST,0.14900000000000002,4,ML,0.1084358338695879,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_44d1a7f433fe780ac78b,NO3,2025,ST,0.168,4,ML,0.0968611869921351,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_55ff1c1f21eee62bac5f,NO3,2025,ST,0.14350000000000002,4,ML,0.0654997695724625,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_69bf4666a40285ef26b8,NO3,2025,ST,0.1975,4,ML,0.2458880935921208,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_6db16cd7a8da79e5651d,NO3,2025,ST,0.16199999999999998,4,ML,0.098538893582883,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_744bc567dc348be5d05b,NO3,2025,ST,0.1385,4,ML,0.1337005034725814,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_76eec8ae39fe2d6f5031,NO3,2025,ST,0.1545,4,ML,0.0555740828643854,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_a873c6f206750ebc6cd1,NO3,2025,ST,0.158,4,ML,0.1313643637749867,full_record_deterministic_prediction,one median measured concentration per PhysicalEventID x Analyte
PE_35e13c2714d6ea95f5d3,OP,2011,CT,0.356,1,Bayes,0.20642528836071,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_57effa7ea94a4868513b,OP,2011,CT,0.07,1,Bayes,0.1059739135152934,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_7ab5d22c48132f848099,OP,2011,CT,0.08,1,Bayes,0.1350516904517179,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_8372856d847ab29e3d55,OP,2011,CT,0.064,1,Bayes,0.1413316587311261,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_9b06b2640ba03d9fa7c4,OP,2011,CT,0.076,1,Bayes,0.1191194435666512,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_9e155a06de6d2a36ed95,OP,2011,CT,0.127,1,Bayes,0.1283404218559893,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_2aaba42888d07cb12d22,OP,2011,MT,0.232,1,Bayes,0.1626685401000358,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_49484da33f0ea698b83b,OP,2011,MT,0.137,1,Bayes,0.1270088179888382,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_60f1a6212ff620019a30,OP,2011,MT,0.087,1,Bayes,0.1368362934508022,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_63934b6278a65a8216b9,OP,2011,MT,0.055,1,Bayes,0.1016721213436078,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_883a7658077d89fcf49d,OP,2011,MT,0.077,1,Bayes,0.1501092614107571,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_bf4999981e8b30465343,OP,2011,MT,0.462,1,Bayes,0.2306404842806116,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_556f24afddcf35c92237,OP,2011,ST,0.178,1,Bayes,0.1312059634726804,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_95d3b43c79b8bf669652,OP,2011,ST,0.032,1,Bayes,0.0925672345931954,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_b29e09cdb7f952a1cdb0,OP,2011,ST,0.109,1,Bayes,0.136024564234609,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_bbf4e95c02e1591047b4,OP,2011,ST,0.074,1,Bayes,0.121941706369755,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_e7adc6803f9ae278362b,OP,2011,ST,0.118,1,Bayes,0.1323593281008874,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_f5556b234e32459fa7a2,OP,2011,ST,0.422,1,Bayes,0.2065182216316117,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_0d403a1dbd25bf378957,OP,2012,CT,0.085,1,Bayes,0.118107235209888,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_42eb29bd3d8b55596b0d,OP,2012,CT,0.195,1,Bayes,0.1773159195607359,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_8926ae228cc15db54f23,OP,2012,CT,0.37,1,Bayes,0.2677179440538603,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_93fc10203fe8e4c919ea,OP,2012,CT,0.31,1,Bayes,0.2483291156162644,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_964f9e60ef2ea5038dae,OP,2012,CT,0.027,1,Bayes,0.128993359252878,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_980f4b8e6c4ad4f916f0,OP,2012,CT,0.196,1,Bayes,0.1711770040385704,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_9990eb3a8c35bbfe0d52,OP,2012,CT,0.419,1,Bayes,0.2555309077961954,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_cbed8a7088e045d7b553,OP,2012,CT,0.198,1,Bayes,0.1771471279361764,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_01ea2f88880fff50efcb,OP,2012,MT,0.14,1,Bayes,0.1707476137711072,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_04c02bec0f0f9a370498,OP,2012,MT,0.117,1,Bayes,0.1431059625763825,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_084268df6eb9d4246043,OP,2012,MT,0.078,1,Bayes,0.1105929285503629,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_5d3101462bb3db890b29,OP,2012,MT,1.102,1,Bayes,0.505405120677485,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_681443548ef078be38f1,OP,2012,MT,0.227,1,Bayes,0.1770656961692026,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_860b95b364b2c2e3a6b5,OP,2012,MT,0.074,1,Bayes,0.1161718876648371,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_8b5564238c223d972525,OP,2012,MT,0.688,1,Bayes,0.484207949347829,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_8dd5bcb659f488a967c1,OP,2012,MT,0.598,1,Bayes,0.4090926271486566,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_bdf17111cc35249ef7aa,OP,2012,MT,0.06,1,Bayes,0.1079681924077914,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_f18d62b04bf4f3a25d7e,OP,2012,MT,0.083,1,Bayes,0.1172237098085383,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_248d74790d081f1ad247,OP,2012,ST,0.413,1,Bayes,0.3124037610035369,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_3b419c0bdb22b2b7c315,OP,2012,ST,0.063,1,Bayes,0.1217607879553795,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_649006527ce5d1d1ff1f,OP,2012,ST,0.331,1,Bayes,0.305174528681373,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_6c101e1953c53808bd4e,OP,2012,ST,0.152,1,Bayes,0.1700355007611188,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_a828a4cd4628108e4701,OP,2012,ST,0.003,1,Bayes,0.0977759055875888,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_bf44e09ffc415b58c4a0,OP,2012,ST,0.052,1,Bayes,0.1105567790034362,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_cc5627c91253785c0d98,OP,2012,ST,0.048,1,Bayes,0.1102398542681504,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_e54a1b2fb0b2d2f3c583,OP,2012,ST,0.097,1,Bayes,0.1399454147670279,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_0c873ebca68f220b5575,OP,2014,CT,0.0675,4,Bayes,0.0810184563380449,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_0f2c1b5db3c1949d1f74,OP,2014,CT,0.0735,4,Bayes,0.0868628931085499,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_0f6804c5fdc4da7fb4f7,OP,2014,CT,0.147,4,Bayes,0.1825119082139664,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_4c80e607422dec97f0c9,OP,2014,CT,0.1,1,Bayes,0.0958712819011749,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_e1f06f083d001c899062,OP,2014,CT,0.1755,4,Bayes,0.1456763898557549,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_e4c541913dac4c0bca3d,OP,2014,CT,0.147,1,Bayes,0.1224593698877208,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_214aa9017327a70f135f,OP,2014,MT,0.2855,2,Bayes,0.179026397682877,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_28a3ad7db7957a75e475,OP,2014,MT,0.7,1,Bayes,0.3282619095178106,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_909a6e90f2a2fb0ccb86,OP,2014,MT,0.62,1,Bayes,0.2935172378376116,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_c29031fe1d291910e835,OP,2014,MT,0.084,2,Bayes,0.0821058525692271,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_5d5cb3edcd99b5be75e6,OP,2014,ST,0.089,1,Bayes,0.111663222202646,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_99c4e1053e4376d0bed3,OP,2014,ST,0.07,4,Bayes,0.0767987013613616,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_be3da0eafc673da18d92,OP,2014,ST,0.09,1,Bayes,0.0989269739680963,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_d1afac04920a2ee5af17,OP,2014,ST,0.11549999999999999,4,Bayes,0.4539590577207993,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_e5b7650f3b7e52f1a1bf,OP,2014,ST,0.1085,4,Bayes,0.1581589514107622,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_e6f216bc2af9baf87adb,OP,2014,ST,0.0925,4,Bayes,0.0910763968497962,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
PE_003510690d55f2e080ab,OP,2015,CT,0.005,2,Bayes,0.0462336825762009,posterior_predictive_mean,one median measured concentration per PhysicalEventID x Analyte
