Method,Scenario,Year,Analyte,Treatment,PointTotal_kg,primary_center_type,primary_center_within_draw_interval,Central_95_interval_kg
Bayes,model_only,2017,TSS,MT,,posterior_median,True,"24.73 (0, 148.1)"
Bayes,model_only,2017,TSS,ST,,posterior_median,True,"24.86 (0, 154.7)"
Bayes,model_only,2018,TN,CT,,posterior_median,True,"1.137 (0.02123, 3.526)"
Bayes,model_only,2018,TN,MT,,posterior_median,True,"1.04 (0.008916, 3.313)"
Bayes,model_only,2018,TN,ST,,posterior_median,True,"1.05 (0.01739, 3.336)"
Bayes,model_only,2018,TP,CT,,posterior_median,True,"0.04605 (0, 0.6728)"
Bayes,model_only,2018,TP,MT,,posterior_median,True,"0.03897 (0, 0.6349)"
Bayes,model_only,2018,TP,ST,,posterior_median,True,"0.03944 (0, 0.6052)"
Bayes,model_only,2018,TSS,CT,,posterior_median,True,"170.8 (5.186, 791.3)"
Bayes,model_only,2018,TSS,MT,,posterior_median,True,"139.2 (0.02215, 687.6)"
Bayes,model_only,2018,TSS,ST,,posterior_median,True,"142 (2.945, 648.6)"
Bayes,model_only,2019,TN,CT,,posterior_median,True,"0.3494 (0, 0.8635)"
Bayes,model_only,2019,TN,MT,,posterior_median,True,"0.3468 (0, 0.8952)"
Bayes,model_only,2019,TN,ST,,posterior_median,True,"0.3513 (0, 0.8962)"
Bayes,model_only,2019,TP,CT,,posterior_median,True,"0.005399 (0, 0.133)"
Bayes,model_only,2019,TP,MT,,posterior_median,True,"0.006141 (0, 0.1247)"
Bayes,model_only,2019,TP,ST,,posterior_median,True,"0.006196 (0, 0.1382)"
Bayes,model_only,2019,TSS,CT,,posterior_median,True,"40.77 (0, 168.3)"
Bayes,model_only,2019,TSS,MT,,posterior_median,True,"42.71 (0, 172)"
Bayes,model_only,2019,TSS,ST,,posterior_median,True,"43.09 (0, 170)"
Bayes,model_only,2020,TN,CT,,posterior_median,True,"1.192 (0.05796, 2.752)"
Bayes,model_only,2020,TN,MT,,posterior_median,True,"0.9718 (0.05304, 2.332)"
Bayes,model_only,2020,TN,ST,,posterior_median,True,"0.9716 (0.04151, 2.234)"
Bayes,model_only,2020,TP,CT,,posterior_median,True,"0.04437 (0, 0.2444)"
Bayes,model_only,2020,TP,MT,,posterior_median,True,"0.04189 (0, 0.2073)"
Bayes,model_only,2020,TP,ST,,posterior_median,True,"0.03926 (0, 0.2144)"
Bayes,model_only,2020,TSS,CT,,posterior_median,True,"52.86 (0, 233.5)"
Bayes,model_only,2020,TSS,MT,,posterior_median,True,"27.48 (0, 163.3)"
Bayes,model_only,2020,TSS,ST,,posterior_median,True,"24.79 (0, 161.4)"
Bayes,model_only,2021,TN,CT,,posterior_median,True,"1.121 (0.0606, 2.558)"
Bayes,model_only,2021,TN,MT,,posterior_median,True,"0.8577 (0.01296, 2.377)"
Bayes,model_only,2021,TN,ST,,posterior_median,True,"0.8918 (0.03408, 2.279)"
Bayes,model_only,2021,TP,CT,,posterior_median,True,"0.1877 (0.05209, 0.4735)"
Bayes,model_only,2021,TP,MT,,posterior_median,True,"0.1439 (0.03669, 0.3923)"
Bayes,model_only,2021,TP,ST,,posterior_median,True,"0.1257 (0.03184, 0.3669)"
Bayes,model_only,2021,TSS,CT,,posterior_median,True,"190.6 (60.35, 419.9)"
Bayes,model_only,2021,TSS,MT,,posterior_median,True,"121.2 (24.5, 342.1)"
Bayes,model_only,2021,TSS,ST,,posterior_median,True,"105.4 (21.05, 307)"
Bayes,model_only,2022,TN,CT,,posterior_median,True,"1.419 (0.1305, 3.351)"
Bayes,model_only,2022,TN,MT,,posterior_median,True,"1.152 (0.06865, 2.767)"
Bayes,model_only,2022,TN,ST,,posterior_median,True,"1.214 (0.101, 3.044)"
Bayes,model_only,2022,TP,CT,,posterior_median,True,"0.1497 (0.02726, 0.4421)"
Bayes,model_only,2022,TP,MT,,posterior_median,True,"0.1387 (0.03169, 0.3881)"
Bayes,model_only,2022,TP,ST,,posterior_median,True,"0.1533 (0.04387, 0.4377)"
Bayes,model_only,2022,TSS,CT,,posterior_median,True,"231.8 (78.47, 527.3)"
Bayes,model_only,2022,TSS,MT,,posterior_median,True,"143.6 (36.81, 382.6)"
Bayes,model_only,2022,TSS,ST,,posterior_median,True,"153.9 (42.38, 407.8)"
Bayes,model_only,2023,TN,CT,,posterior_median,True,"1.291 (0.0221, 3.375)"
Bayes,model_only,2023,TN,MT,,posterior_median,True,"1.33 (0.02581, 3.49)"
Bayes,model_only,2023,TN,ST,,posterior_median,True,"1.199 (0.03112, 3.141)"
Bayes,model_only,2023,TP,CT,,posterior_median,True,"0.03682 (0, 0.2931)"
Bayes,model_only,2023,TP,MT,,posterior_median,True,"0.07568 (0, 0.3409)"
Bayes,model_only,2023,TP,ST,,posterior_median,True,"0.04938 (0, 0.2955)"
Bayes,model_only,2023,TSS,CT,,posterior_median,True,"242.3 (38.59, 558.5)"
Bayes,model_only,2023,TSS,MT,,posterior_median,True,"264.8 (77.91, 558.3)"
Bayes,model_only,2023,TSS,ST,,posterior_median,True,"266.5 (72.39, 559.9)"
Bayes,model_only,2024,TN,CT,,posterior_median,True,"1.249 (0, 2.902)"
Bayes,model_only,2024,TN,MT,,posterior_median,True,"1.364 (0, 3.202)"
Bayes,model_only,2024,TN,ST,,posterior_median,True,"1.46 (0, 3.285)"
Bayes,model_only,2024,TP,CT,,posterior_median,True,"0.06317 (0, 0.2806)"
Bayes,model_only,2024,TP,MT,,posterior_median,True,"0.03014 (0, 0.2564)"
Bayes,model_only,2024,TP,ST,,posterior_median,True,"0.132 (0, 0.4394)"
Bayes,model_only,2024,TSS,CT,,posterior_median,True,"128.9 (14.18, 354)"
Bayes,model_only,2024,TSS,MT,,posterior_median,True,"93.25 (0, 343.1)"
Bayes,model_only,2024,TSS,ST,,posterior_median,True,"264.6 (57.14, 533.2)"
Bayes,model_only,2025,TN,CT,,posterior_median,True,"1.624 (0.06762, 3.777)"
Bayes,model_only,2025,TN,MT,,posterior_median,True,"1.626 (0.1004, 3.804)"
Bayes,model_only,2025,TN,ST,,posterior_median,True,"1.624 (0.0563, 3.78)"
Bayes,model_only,2025,TP,CT,,posterior_median,True,"0.3433 (0.02968, 0.7952)"
Bayes,model_only,2025,TP,MT,,posterior_median,True,"0.7572 (0.3947, 1.296)"
Bayes,model_only,2025,TP,ST,,posterior_median,True,"0.5143 (0.1492, 1.012)"
Bayes,model_only,2025,TSS,CT,,posterior_median,True,"179.4 (10.47, 525.4)"
Bayes,model_only,2025,TSS,MT,,posterior_median,True,"492.7 (257, 858.7)"
Bayes,model_only,2025,TSS,ST,,posterior_median,True,"269.6 (58.72, 630)"
ML,full_record_model_only,2011,TN,CT,0.40794801160474575,mean_of_replicate_annual_plot_totals,True,"0.4079 (0.2853, 1.561)"
ML,full_record_model_only,2011,TN,MT,0.4518237418281586,mean_of_replicate_annual_plot_totals,True,"0.4518 (0.3106, 1.785)"
ML,full_record_model_only,2011,TN,ST,0.3796928938283237,mean_of_replicate_annual_plot_totals,True,"0.3797 (0.2827, 1.273)"
ML,full_record_model_only,2011,TP,CT,0.1475680095519759,mean_of_replicate_annual_plot_totals,True,"0.1476 (0.1025, 0.6117)"
ML,full_record_model_only,2011,TP,MT,0.13757670835083402,mean_of_replicate_annual_plot_totals,True,"0.1376 (0.09413, 0.5839)"
ML,full_record_model_only,2011,TP,ST,0.14572199051832666,mean_of_replicate_annual_plot_totals,True,"0.1457 (0.09527, 0.59)"
ML,full_record_model_only,2011,TSS,CT,119.32862119119963,mean_of_replicate_annual_plot_totals,True,"119.3 (88.89, 402.7)"
ML,full_record_model_only,2011,TSS,MT,121.74895911977619,mean_of_replicate_annual_plot_totals,True,"121.7 (87.68, 418)"
ML,full_record_model_only,2011,TSS,ST,108.24161636803152,mean_of_replicate_annual_plot_totals,True,"108.2 (77.82, 412.8)"
ML,full_record_model_only,2012,TN,CT,0.23880577716119458,mean_of_replicate_annual_plot_totals,True,"0.2388 (0.1919, 0.8134)"
ML,full_record_model_only,2012,TN,MT,0.2863573198252517,mean_of_replicate_annual_plot_totals,True,"0.2864 (0.209, 0.9793)"
ML,full_record_model_only,2012,TN,ST,0.23257823231787944,mean_of_replicate_annual_plot_totals,True,"0.2326 (0.179, 0.7451)"
ML,full_record_model_only,2012,TP,CT,0.12512734108957088,mean_of_replicate_annual_plot_totals,True,"0.1251 (0.09432, 0.5034)"
ML,full_record_model_only,2012,TP,MT,0.1818868944208772,mean_of_replicate_annual_plot_totals,True,"0.1819 (0.1299, 0.7011)"
ML,full_record_model_only,2012,TP,ST,0.14768336598206772,mean_of_replicate_annual_plot_totals,True,"0.1477 (0.1105, 0.5302)"
ML,full_record_model_only,2012,TSS,CT,100.02852678469412,mean_of_replicate_annual_plot_totals,True,"100 (80.69, 290.3)"
ML,full_record_model_only,2012,TSS,MT,108.96820678004332,mean_of_replicate_annual_plot_totals,True,"109 (85.24, 335.6)"
ML,full_record_model_only,2012,TSS,ST,85.7743604925353,mean_of_replicate_annual_plot_totals,True,"85.77 (68.78, 262.5)"
ML,full_record_model_only,2013,TN,CT,0.2887064324479438,mean_of_replicate_annual_plot_totals,True,"0.2887 (0.2176, 0.9777)"
ML,full_record_model_only,2013,TN,MT,0.3687761811243313,mean_of_replicate_annual_plot_totals,True,"0.3688 (0.2837, 1.215)"
ML,full_record_model_only,2013,TN,ST,0.24067132435789876,mean_of_replicate_annual_plot_totals,True,"0.2407 (0.1837, 0.8006)"
ML,full_record_model_only,2013,TP,CT,0.052305017337267154,mean_of_replicate_annual_plot_totals,True,"0.05231 (0.03483, 0.276)"
ML,full_record_model_only,2013,TP,MT,0.06285514237503995,mean_of_replicate_annual_plot_totals,True,"0.06286 (0.04414, 0.321)"
ML,full_record_model_only,2013,TP,ST,0.0424018693206219,mean_of_replicate_annual_plot_totals,True,"0.0424 (0.02933, 0.2252)"
ML,full_record_model_only,2013,TSS,CT,93.12511496336944,mean_of_replicate_annual_plot_totals,True,"93.13 (68.35, 321.3)"
ML,full_record_model_only,2013,TSS,MT,121.26898731635316,mean_of_replicate_annual_plot_totals,True,"121.3 (93.82, 388.3)"
ML,full_record_model_only,2013,TSS,ST,60.909018161149476,mean_of_replicate_annual_plot_totals,True,"60.91 (46.77, 199.2)"
ML,full_record_model_only,2014,TN,CT,0.3738244342280441,mean_of_replicate_annual_plot_totals,True,"0.3738 (0.2724, 1.231)"
ML,full_record_model_only,2014,TN,MT,0.19543741800746725,mean_of_replicate_annual_plot_totals,True,"0.1954 (0.1235, 0.8429)"
ML,full_record_model_only,2014,TN,ST,0.22464564638202256,mean_of_replicate_annual_plot_totals,True,"0.2246 (0.162, 0.7946)"
ML,full_record_model_only,2014,TP,CT,0.08371510034187395,mean_of_replicate_annual_plot_totals,True,"0.08372 (0.05879, 0.3053)"
ML,full_record_model_only,2014,TP,MT,0.04575333461564434,mean_of_replicate_annual_plot_totals,True,"0.04575 (0.02611, 0.238)"
ML,full_record_model_only,2014,TP,ST,0.046842539170042496,mean_of_replicate_annual_plot_totals,True,"0.04684 (0.03262, 0.1945)"
ML,full_record_model_only,2014,TSS,CT,70.84779258748249,mean_of_replicate_annual_plot_totals,True,"70.85 (50.94, 251.1)"
ML,full_record_model_only,2014,TSS,MT,25.993045784282494,mean_of_replicate_annual_plot_totals,True,"25.99 (15.75, 130.7)"
ML,full_record_model_only,2014,TSS,ST,27.915857551258995,mean_of_replicate_annual_plot_totals,True,"27.92 (20.07, 97.94)"
ML,full_record_model_only,2015,TN,CT,1.1376536268252568,mean_of_replicate_annual_plot_totals,True,"1.138 (0.8794, 3.576)"
ML,full_record_model_only,2015,TN,MT,0.3588359518525601,mean_of_replicate_annual_plot_totals,True,"0.3588 (0.2742, 1.215)"
ML,full_record_model_only,2015,TN,ST,0.397303400956446,mean_of_replicate_annual_plot_totals,True,"0.3973 (0.2997, 1.304)"
ML,full_record_model_only,2015,TP,CT,0.12269959329461555,mean_of_replicate_annual_plot_totals,True,"0.1227 (0.093, 0.4729)"
ML,full_record_model_only,2015,TP,MT,0.01629836592068115,mean_of_replicate_annual_plot_totals,True,"0.0163 (0.0119, 0.08879)"
ML,full_record_model_only,2015,TP,ST,0.01662215811297725,mean_of_replicate_annual_plot_totals,True,"0.01662 (0.01193, 0.1024)"
ML,full_record_model_only,2015,TSS,CT,165.16156128422125,mean_of_replicate_annual_plot_totals,True,"165.2 (119.1, 539.8)"
ML,full_record_model_only,2015,TSS,MT,11.316422391737639,mean_of_replicate_annual_plot_totals,True,"11.32 (8.112, 39.68)"
ML,full_record_model_only,2015,TSS,ST,6.081964583203104,mean_of_replicate_annual_plot_totals,True,"6.082 (4.068, 23.37)"
ML,full_record_model_only,2016,TN,CT,0.37918043167862486,mean_of_replicate_annual_plot_totals,True,"0.3792 (0.1888, 1.656)"
ML,full_record_model_only,2016,TN,MT,0.04298778503944441,mean_of_replicate_annual_plot_totals,True,"0.04299 (0.02325, 0.1939)"
ML,full_record_model_only,2016,TN,ST,0.1197659776311073,mean_of_replicate_annual_plot_totals,True,"0.1198 (0.06089, 0.52)"
ML,full_record_model_only,2016,TP,CT,0.00952414835029285,mean_of_replicate_annual_plot_totals,True,"0.009524 (0.003613, 0.1241)"
ML,full_record_model_only,2016,TP,MT,0.00062990916192465,mean_of_replicate_annual_plot_totals,True,"0.0006299 (0.0002776, 0.01505)"
ML,full_record_model_only,2016,TP,ST,0.0016663970134721,mean_of_replicate_annual_plot_totals,True,"0.001666 (0.0005812, 0.0338)"
ML,full_record_model_only,2016,TSS,CT,56.08691391198683,mean_of_replicate_annual_plot_totals,True,"56.09 (27.14, 254.7)"
ML,full_record_model_only,2016,TSS,MT,2.8507304241999982,mean_of_replicate_annual_plot_totals,True,"2.851 (1.514, 13.47)"
ML,full_record_model_only,2016,TSS,ST,10.060452708495276,mean_of_replicate_annual_plot_totals,True,"10.06 (5.359, 43.64)"
ML,full_record_model_only,2017,TN,CT,1.0256166363015402,mean_of_replicate_annual_plot_totals,True,"1.026 (0.7804, 3.441)"
ML,full_record_model_only,2017,TN,MT,0.16311937897823045,mean_of_replicate_annual_plot_totals,True,"0.1631 (0.1131, 0.6169)"
ML,full_record_model_only,2017,TN,ST,0.10704573129330494,mean_of_replicate_annual_plot_totals,True,"0.107 (0.08514, 0.3983)"
ML,full_record_model_only,2017,TP,CT,0.07643864866229519,mean_of_replicate_annual_plot_totals,True,"0.07644 (0.05642, 0.3395)"
ML,full_record_model_only,2017,TP,MT,0.0195634517647695,mean_of_replicate_annual_plot_totals,True,"0.01956 (0.01369, 0.1199)"
ML,full_record_model_only,2017,TP,ST,0.0118411645334863,mean_of_replicate_annual_plot_totals,True,"0.01184 (0.009101, 0.08237)"
ML,full_record_model_only,2017,TSS,CT,606.3533035175794,mean_of_replicate_annual_plot_totals,True,"606.4 (457.9, 2148)"
ML,full_record_model_only,2017,TSS,MT,32.745617689197225,mean_of_replicate_annual_plot_totals,True,"32.75 (23.16, 117)"
ML,full_record_model_only,2017,TSS,ST,32.824308957761545,mean_of_replicate_annual_plot_totals,True,"32.82 (24, 124.5)"
ML,full_record_model_only,2018,TN,CT,0.22106225151680964,mean_of_replicate_annual_plot_totals,True,"0.2211 (0.1579, 0.7807)"
ML,full_record_model_only,2018,TN,MT,0.12196557498032086,mean_of_replicate_annual_plot_totals,True,"0.122 (0.08783, 0.4443)"
ML,full_record_model_only,2018,TN,ST,0.12212570084183191,mean_of_replicate_annual_plot_totals,True,"0.1221 (0.08219, 0.4804)"
ML,full_record_model_only,2018,TP,CT,0.034772702003078,mean_of_replicate_annual_plot_totals,True,"0.03477 (0.02254, 0.177)"
ML,full_record_model_only,2018,TP,MT,0.022793092865157648,mean_of_replicate_annual_plot_totals,True,"0.02279 (0.01482, 0.1404)"
ML,full_record_model_only,2018,TP,ST,0.01968955699836015,mean_of_replicate_annual_plot_totals,True,"0.01969 (0.01132, 0.1519)"
ML,full_record_model_only,2018,TSS,CT,31.044198043547063,mean_of_replicate_annual_plot_totals,True,"31.04 (22.1, 104.4)"
ML,full_record_model_only,2018,TSS,MT,13.60561789475217,mean_of_replicate_annual_plot_totals,True,"13.61 (10.05, 47.51)"
ML,full_record_model_only,2018,TSS,ST,14.09387580240843,mean_of_replicate_annual_plot_totals,True,"14.09 (10.12, 49.13)"
ML,full_record_model_only,2019,TN,CT,0.06445831557365544,mean_of_replicate_annual_plot_totals,True,"0.06446 (0.02017, 0.4892)"
ML,full_record_model_only,2019,TN,MT,0.039488730962683,mean_of_replicate_annual_plot_totals,True,"0.03949 (0.0119, 0.2153)"
ML,full_record_model_only,2019,TN,ST,0.036713557040743805,mean_of_replicate_annual_plot_totals,True,"0.03671 (0.009761, 0.2479)"
ML,full_record_model_only,2019,TP,CT,0.0048576754525408005,mean_of_replicate_annual_plot_totals,True,"0.004858 (7.959e-06, 0.05565)"
ML,full_record_model_only,2019,TP,MT,0.00294960712249475,mean_of_replicate_annual_plot_totals,True,"0.00295 (9.75e-05, 0.02921)"
ML,full_record_model_only,2019,TP,ST,0.00242403547170215,mean_of_replicate_annual_plot_totals,True,"0.002424 (0, 0.02831)"
ML,full_record_model_only,2019,TSS,CT,7.438340390302445,mean_of_replicate_annual_plot_totals,True,"7.438 (2.444, 54.83)"
ML,full_record_model_only,2019,TSS,MT,5.730060734432259,mean_of_replicate_annual_plot_totals,True,"5.73 (1.675, 30.53)"
ML,full_record_model_only,2019,TSS,ST,5.875833353703416,mean_of_replicate_annual_plot_totals,True,"5.876 (1.728, 41.88)"
ML,full_record_model_only,2020,TN,CT,0.39982829840922995,mean_of_replicate_annual_plot_totals,True,"0.3998 (0.3184, 1.316)"
ML,full_record_model_only,2020,TN,MT,0.19501713885606242,mean_of_replicate_annual_plot_totals,True,"0.195 (0.1457, 0.6854)"
ML,full_record_model_only,2020,TN,ST,0.1946366041835209,mean_of_replicate_annual_plot_totals,True,"0.1946 (0.1402, 0.6991)"
ML,full_record_model_only,2020,TP,CT,0.042433868930094654,mean_of_replicate_annual_plot_totals,True,"0.04243 (0.03125, 0.2045)"
ML,full_record_model_only,2020,TP,MT,0.025779403760424948,mean_of_replicate_annual_plot_totals,True,"0.02578 (0.019, 0.1596)"
ML,full_record_model_only,2020,TP,ST,0.0280959202072061,mean_of_replicate_annual_plot_totals,True,"0.0281 (0.02058, 0.1752)"
ML,full_record_model_only,2020,TSS,CT,78.55215846745726,mean_of_replicate_annual_plot_totals,True,"78.55 (62.35, 237.8)"
ML,full_record_model_only,2020,TSS,MT,17.589836724868235,mean_of_replicate_annual_plot_totals,True,"17.59 (12.87, 54.19)"
ML,full_record_model_only,2020,TSS,ST,18.475969427728554,mean_of_replicate_annual_plot_totals,True,"18.48 (13.13, 63.99)"
ML,full_record_model_only,2021,TN,CT,0.3735790676105133,mean_of_replicate_annual_plot_totals,True,"0.3736 (0.2891, 1.217)"
ML,full_record_model_only,2021,TN,MT,0.10756399550764975,mean_of_replicate_annual_plot_totals,True,"0.1076 (0.08157, 0.3458)"
ML,full_record_model_only,2021,TN,ST,0.1086415579759901,mean_of_replicate_annual_plot_totals,True,"0.1086 (0.07767, 0.409)"
ML,full_record_model_only,2021,TP,CT,0.060969932184802,mean_of_replicate_annual_plot_totals,True,"0.06097 (0.04082, 0.2611)"
ML,full_record_model_only,2021,TP,MT,0.019740055317449802,mean_of_replicate_annual_plot_totals,True,"0.01974 (0.01471, 0.08346)"
ML,full_record_model_only,2021,TP,ST,0.02562247439671015,mean_of_replicate_annual_plot_totals,True,"0.02562 (0.01579, 0.1312)"
ML,full_record_model_only,2021,TSS,CT,157.66238502357243,mean_of_replicate_annual_plot_totals,True,"157.7 (118.6, 520)"
ML,full_record_model_only,2021,TSS,MT,17.2563364000218,mean_of_replicate_annual_plot_totals,True,"17.26 (12.98, 54.46)"
ML,full_record_model_only,2021,TSS,ST,16.658173706075264,mean_of_replicate_annual_plot_totals,True,"16.66 (11.39, 65.37)"
ML,full_record_model_only,2022,TN,CT,0.16398212468280604,mean_of_replicate_annual_plot_totals,True,"0.164 (0.141, 0.5514)"
ML,full_record_model_only,2022,TN,MT,0.17779199065348494,mean_of_replicate_annual_plot_totals,True,"0.1778 (0.149, 0.6421)"
ML,full_record_model_only,2022,TN,ST,0.14505945692789285,mean_of_replicate_annual_plot_totals,True,"0.1451 (0.1212, 0.4982)"
ML,full_record_model_only,2022,TP,CT,0.0229879287792083,mean_of_replicate_annual_plot_totals,True,"0.02299 (0.01787, 0.09982)"
ML,full_record_model_only,2022,TP,MT,0.022460212908947452,mean_of_replicate_annual_plot_totals,True,"0.02246 (0.01852, 0.08986)"
ML,full_record_model_only,2022,TP,ST,0.015393801523320299,mean_of_replicate_annual_plot_totals,True,"0.01539 (0.01247, 0.07162)"
ML,full_record_model_only,2022,TSS,CT,31.6503307941197,mean_of_replicate_annual_plot_totals,True,"31.65 (25.51, 115.4)"
ML,full_record_model_only,2022,TSS,MT,27.25160023324007,mean_of_replicate_annual_plot_totals,True,"27.25 (22.19, 100.7)"
ML,full_record_model_only,2022,TSS,ST,21.022177239443458,mean_of_replicate_annual_plot_totals,True,"21.02 (16.44, 73.35)"
ML,full_record_model_only,2023,TN,CT,0.5290652397617036,mean_of_replicate_annual_plot_totals,True,"0.5291 (0.4114, 1.51)"
ML,full_record_model_only,2023,TN,MT,0.4223023817949958,mean_of_replicate_annual_plot_totals,True,"0.4223 (0.3322, 1.18)"
ML,full_record_model_only,2023,TN,ST,0.40495820886398276,mean_of_replicate_annual_plot_totals,True,"0.405 (0.3184, 1.233)"
ML,full_record_model_only,2023,TP,CT,0.21410889244942827,mean_of_replicate_annual_plot_totals,True,"0.2141 (0.1638, 0.6389)"
ML,full_record_model_only,2023,TP,MT,0.14077752753649064,mean_of_replicate_annual_plot_totals,True,"0.1408 (0.11, 0.4486)"
ML,full_record_model_only,2023,TP,ST,0.13599916439842705,mean_of_replicate_annual_plot_totals,True,"0.136 (0.09897, 0.4413)"
ML,full_record_model_only,2023,TSS,CT,286.7782808698719,mean_of_replicate_annual_plot_totals,True,"286.8 (220.2, 809.5)"
ML,full_record_model_only,2023,TSS,MT,195.28611622093396,mean_of_replicate_annual_plot_totals,True,"195.3 (151.3, 550.2)"
