Method,Scenario,Analyte,Treatment,mean,median,lower_95,upper_95,n_draws,PointCumulativeLoad_kg,primary_center,primary_center_type,primary_center_within_draw_interval
Bayes,model_only,TDS,ST,2173.2427307991484,2162.865253683201,1629.942359462437,2787.575484091709,1500,,2162.865253683201,posterior_median,True
Bayes,model_only,TKN,CT,9.421948561214686,9.27244859728879,6.436182858062343,13.037032830089606,1500,,9.27244859728879,posterior_median,True
Bayes,model_only,TKN,MT,7.599902687677932,7.472688122763954,5.221719480779077,10.73245809820024,1500,,7.472688122763954,posterior_median,True
Bayes,model_only,TKN,ST,7.664665255465115,7.545234962705038,5.223928916879913,10.831942967665436,1500,,7.545234962705038,posterior_median,True
Bayes,model_only,TN,CT,16.342491803037266,16.110300661278014,8.858112324796542,25.190922675539163,1500,,16.110300661278014,posterior_median,True
Bayes,model_only,TN,MT,14.077162508354368,13.852250652472854,7.020484643933846,22.503644996312243,1500,,13.852250652472854,posterior_median,True
Bayes,model_only,TN,ST,13.769061787514618,13.609073090280244,6.713381219433144,22.114241751552747,1500,,13.609073090280244,posterior_median,True
Bayes,model_only,TP,CT,1.804816751652043,1.67685135290815,0.482169442481247,3.9293087180009985,1500,,1.67685135290815,posterior_median,True
Bayes,model_only,TP,MT,2.0221023067652166,1.9317418545852965,0.7853501588282137,3.873328489372134,1500,,1.9317418545852965,posterior_median,True
Bayes,model_only,TP,ST,1.7551674783020166,1.6678734857462967,0.48522842375728,3.6895670952048443,1500,,1.6678734857462967,posterior_median,True
Bayes,model_only,TSS,CT,2404.9637298117605,2276.879510806221,956.0534451542869,4580.781849488357,1500,,2276.879510806221,posterior_median,True
Bayes,model_only,TSS,MT,1929.6286513005955,1844.082253726385,802.7279596385252,3690.4831571557866,1500,,1844.082253726385,posterior_median,True
Bayes,model_only,TSS,ST,1775.0968824303593,1685.553145735108,593.6011729370352,3528.976556961199,1500,,1685.553145735108,posterior_median,True
ML,full_record_model_only,NH4,CT,2.072421960094806,2.0001802541285043,1.5525718293310302,2.9706688811497672,2000,1.3485174504286965,1.3485174504286965,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,NH4,MT,1.885011458603199,1.8157530988965558,1.389287644246908,2.770521921962611,2000,1.2625537781876388,1.2625537781876388,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,NH4,ST,1.7680126952261688,1.7047107878214591,1.3080855504716458,2.57249044366511,2000,1.1646660083632048,1.1646660083632048,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,NO2,CT,1.1833654226278756,1.1371445170131838,0.8576282107646176,1.7907647071959156,2000,0.6940542355854777,0.6940542355854777,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,NO2,MT,1.0538797984958344,1.0053727746142687,0.7590711435421005,1.5812806195639022,2000,0.6364057827975704,0.6364057827975704,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,NO2,ST,0.9665797014173101,0.9225982413552133,0.6932285991476,1.4552614192104518,2000,0.5703203330211679,0.5703203330211679,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,NO3,CT,15.746962142407984,15.317686112358532,12.23029518357107,21.51256632881763,2000,11.123033574260216,11.123033574260216,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,NO3,MT,12.03531256372078,11.691892325825176,9.33342985310946,16.530273430407508,2000,8.540778638478123,8.540778638478123,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,NO3,ST,11.862806399570834,11.558841561408235,9.26756705059434,16.18738156542543,2000,8.385523647278326,8.385523647278326,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,OP,CT,0.6609057151948234,0.6234336481918612,0.44844469111387447,1.0820969523816326,2000,0.2949533417520064,0.2949533417520064,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,OP,MT,0.6286770303209481,0.592129681516721,0.4294497254690743,1.0405200487997497,2000,0.30814295631210603,0.30814295631210603,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,OP,ST,0.610767462255162,0.578769975039614,0.4166106372521305,0.9785260306577107,2000,0.3009430117325547,0.3009430117325547,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,Se,CT,1.157420523863802,1.110933894435436,0.8285425007468236,1.7355374033084898,2000,0.6685661398186324,0.6685661398186324,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,Se,MT,1.0483671985079503,1.0035598808984783,0.7423136329558508,1.624316518232979,2000,0.6324608247681935,0.6324608247681935,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,Se,ST,0.9761311053755685,0.9351197094872485,0.7055777108277009,1.452651793039831,2000,0.5753197602890457,0.5753197602890457,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,TDS,CT,728.321980248259,690.2468030932068,510.38016399407974,1177.2079174104324,2000,546.4260608333648,546.4260608333648,mean_of_replicate_annual_plot_totals,True
ML,full_record_model_only,TDS,MT,793.6680714319149,750.4522540921394,546.4768236031849,1266.7302794841946,2000,603.4973531918765,603.4973531918765,mean_of_replicate_annual_plot_totals,True
ML,full_record_model_only,TDS,ST,841.4148652184499,800.4540210330158,605.1276555238153,1309.522836495049,2000,632.2091270712751,632.2091270712751,mean_of_replicate_annual_plot_totals,True
ML,full_record_model_only,TKN,CT,7.84844786103715,7.485408006771909,5.861524589588446,12.227472043200937,2000,5.390347508083271,5.390347508083271,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,TKN,MT,6.338895592649591,6.002221512030527,4.507870600244799,10.850134187881622,2000,4.397563317022035,4.397563317022035,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,TKN,ST,5.827247515979016,5.458808189768458,4.158018604984964,9.613998297176298,2000,3.9519921498878205,3.9519921498878205,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,TN,CT,9.448828898176933,9.153779614009185,7.414786333938362,13.04709415638945,2000,6.55867261237947,6.55867261237947,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,TN,MT,5.555422508162056,5.42625073376249,4.383989203749858,7.412942214892474,2000,3.8720804470330235,3.8720804470330235,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,TN,ST,5.315842946417794,5.206954672382292,4.244171680969659,7.081804169441028,2000,3.6951923371325024,3.6951923371325024,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,TP,CT,2.512151563232039,2.4311458887547124,1.9181572847447257,3.631728573662108,2000,1.6495292236775811,1.6495292236775811,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,TP,MT,2.5536685829395953,2.392452278975113,1.7747856018770993,4.612511606059398,2000,1.7286986134087703,1.7286986134087703,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,TP,ST,2.3613163138585223,2.269821570038506,1.7305099170594866,3.6706211094675845,2000,1.6009499326973473,1.6009499326973473,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,TSS,CT,3204.677454263469,3096.8555843525983,2468.8966267803917,4575.121602777519,2000,2278.71521993198,2278.71521993198,mean_of_replicate_annual_plot_totals,False
ML,full_record_model_only,TSS,MT,2029.3933474573923,1922.8982729694646,1446.8957872863314,3514.6022428365827,2000,1472.911302637718,1472.911302637718,mean_of_replicate_annual_plot_totals,True
ML,full_record_model_only,TSS,ST,2031.5351915521378,1946.7090093561678,1520.8454401450397,3098.0727048010467,2000,1471.1740842815316,1471.1740842815316,mean_of_replicate_annual_plot_totals,False
