Scenario,Analyte,Treatment,n_annual_draws,n_negative_annual_draws,percent_negative_annual_draws,Median_95_display_interval_kg,raw_lower_95_kg
raw_annual_draws_display_floor_only,OP,ST,22500,0,0.0,"0.4302 (0.3029, 0.5911)",0.3028989258260686
raw_annual_draws_display_floor_only,Se,CT,22500,0,0.0,"0.01803 (0.01412, 0.0225)",0.01411659584018174
raw_annual_draws_display_floor_only,Se,MT,22500,0,0.0,"0.01447 (0.01113, 0.01841)",0.011126844689104243
raw_annual_draws_display_floor_only,Se,ST,22500,0,0.0,"0.0143 (0.01088, 0.01792)",0.010881401516996963
raw_annual_draws_display_floor_only,TDS,CT,22500,0,0.0,"2352 (1723, 3089)",1723.3731467884152
raw_annual_draws_display_floor_only,TDS,MT,22500,0,0.0,"2210 (1664, 2845)",1663.8146937609483
raw_annual_draws_display_floor_only,TDS,ST,22500,0,0.0,"2163 (1630, 2788)",1629.942359462437
raw_annual_draws_display_floor_only,TKN,CT,22500,0,0.0,"9.272 (6.436, 13.04)",6.436182858062343
raw_annual_draws_display_floor_only,TKN,MT,22500,0,0.0,"7.473 (5.222, 10.73)",5.221719480779077
raw_annual_draws_display_floor_only,TKN,ST,22500,0,0.0,"7.545 (5.224, 10.83)",5.223928916879913
raw_annual_draws_display_floor_only,TN,CT,22500,0,0.0,"16.11 (8.858, 25.19)",8.858112324796542
raw_annual_draws_display_floor_only,TN,MT,22500,0,0.0,"13.85 (7.02, 22.5)",7.020484643933846
raw_annual_draws_display_floor_only,TN,ST,22500,0,0.0,"13.61 (6.713, 22.11)",6.713381219433144
raw_annual_draws_display_floor_only,TP,CT,22500,0,0.0,"1.677 (0.4822, 3.929)",0.482169442481247
raw_annual_draws_display_floor_only,TP,MT,22500,0,0.0,"1.932 (0.7854, 3.873)",0.7853501588282137
raw_annual_draws_display_floor_only,TP,ST,22500,0,0.0,"1.668 (0.4852, 3.69)",0.48522842375728
raw_annual_draws_display_floor_only,TSS,CT,22500,0,0.0,"2277 (956.1, 4581)",956.0534451542869
raw_annual_draws_display_floor_only,TSS,MT,22500,0,0.0,"1844 (802.7, 3690)",802.7279596385252
raw_annual_draws_display_floor_only,TSS,ST,22500,0,0.0,"1686 (593.6, 3529)",593.6011729370352
